x y interpolated
2.36181 0.359039 0.36154
2.41709 0.353256 0.356027
2.47236 0.347604 0.350487
2.52764 0.342083 0.344918
2.58291 0.336692 0.339329
2.63819 0.331429 0.333732
2.69347 0.326292 0.328146
2.74874 0.32128 0.322594
2.80402 0.316391 0.317104
2.8593 0.31162 0.311705
2.91457 0.306967 0.306426
2.96985 0.302429 0.301296
3.02513 0.298001 0.296343
3.0804 0.293683 0.29159
3.13568 0.28947 0.287057
3.19095 0.28536 0.282756
3.24623 0.281351 0.278696
3.30151 0.277439 0.274878
3.35678 0.273621 0.271296
3.41206 0.269895 0.267937
3.46734 0.266259 0.264781
3.52261 0.262709 0.261804
3.57789 0.259243 0.258977
3.63317 0.255859 0.256264
3.68844 0.252553 0.25363
3.74372 0.249325 0.251037
3.79899 0.246171 0.248448
3.85427 0.243089 0.245829
3.90955 0.240077 0.243147
3.96482 0.237133 0.240378
4.0201 0.234255 0.237501
4.07538 0.231441 0.234505
4.13065 0.228689 0.231386
4.18593 0.225998 0.228151
4.24121 0.223364 0.224814
4.29648 0.220788 0.221402
4.35176 0.218267 0.217947
4.40704 0.215799 0.214491
4.46231 0.213383 0.211082
4.51759 0.211017 0.207773
4.57286 0.208701 0.204618
4.62814 0.206432 0.201672
4.68342 0.204209 0.198987
4.73869 0.202032 0.19661
4.79397 0.199897 0.194577
4.84925 0.197806 0.192916
4.90452 0.195755 0.191638
4.9598 0.193745 0.190739
5.01508 0.191774 0.190194
5.07035 0.189841 0.189961
5.12563 0.187944 0.189977
5.1809 0.186084 0.190157
5.23618 0.184258 0.190399
5.29146 0.182467 0.190585
5.34673 0.180709 0.190583
5.40201 0.178983 0.190255
5.45729 0.177288 0.189458
5.51256 0.175624 0.188058
5.56784 0.17399 0.18593
5.62312 0.172385 0.182975
5.67839 0.170809 0.179124
5.73367 0.16926 0.174349
5.78894 0.167738 0.168674
5.84422 0.166242 0.16218
5.8995 0.164772 0.155019
5.95477 0.163326 0.147414
6.01005 0.161906 0.139664
6.06533 0.160509 0.132145
6.1206 0.159135 0.125305
6.17588 0.157783 0.119655
6.23116 0.156454 0.115751
6.28643 0.155147 0.11418
6.34171 0.15386 0.115522
6.39698 0.152595 0.120322
6.45226 0.151349 0.129042
6.50754 0.150123 0.142007
6.56281 0.148916 0.159353
6.61809 0.147728 0.180953
6.67337 0.146558 0.206354
6.72864 0.145407 0.234697
6.78392 0.144273 0.264652
6.8392 0.143155 0.294348
6.89447 0.142055 0.321317
6.94975 0.140971 0.342461
7.00503 0.139904 0.354044
7.0603 0.138852 0.351724
7.11558 0.137815 0.330639
7.17085 0.136793 0.28557
7.22613 0.135786 0.211189
7.28141 0.134794 0.102432
7.33668 0.133815 -0.0449892
7.39196 0.132851 -0.233885
7.44724 0.1319 -0.464676
7.50251 0.130962 -0.734203
7.55779 0.130037 -1.03422
7.61307 0.129125 -1.34951
7.66834 0.128226 -1.65553
7.72362 0.127338 -1.91553
7.77889 0.126463 -2.07707
7.83417 0.125599 -2.06774
7.88945 0.124747 -1.79006
7.94472 0.123907 -1.11545
8 0.123077 0.123077
