x y interpolated
1.64322 0.444093 0.452962
1.69849 0.437206 0.44696
1.75377 0.430298 0.440576
1.80905 0.423402 0.433875
1.86432 0.416543 0.426922
1.9196 0.409745 0.419777
1.97487 0.403025 0.412495
2.03015 0.396397 0.405129
2.08543 0.389872 0.397726
2.1407 0.383459 0.390332
2.19598 0.377165 0.382985
2.25126 0.370995 0.375722
2.30653 0.364952 0.368574
2.36181 0.359039 0.361568
2.41709 0.353256 0.35473
2.47236 0.347604 0.348078
2.52764 0.342083 0.34163
2.58291 0.336692 0.335397
2.63819 0.331429 0.32939
2.69347 0.326292 0.323615
2.74874 0.32128 0.318075
2.80402 0.316391 0.312771
2.8593 0.31162 0.307701
2.91457 0.306967 0.302861
2.96985 0.302429 0.298244
3.02513 0.298001 0.293843
3.0804 0.293683 0.289647
3.13568 0.28947 0.285646
3.19095 0.28536 0.281828
3.24623 0.281351 0.278178
3.30151 0.277439 0.274683
3.35678 0.273621 0.27133
3.41206 0.269895 0.268102
3.46734 0.266259 0.264987
3.52261 0.262709 0.261969
3.57789 0.259243 0.259033
3.63317 0.255859 0.256168
3.68844 0.252553 0.253359
3.74372 0.249325 0.250595
3.79899 0.246171 0.247864
3.85427 0.243089 0.245156
3.90955 0.240077 0.242463
3.96482 0.237133 0.239776
4.0201 0.234255 0.23709
4.07538 0.231441 0.234398
4.13065 0.228689 0.231698
4.18593 0.225998 0.228987
4.24121 0.223364 0.226263
4.29648 0.220788 0.223529
4.35176 0.218267 0.220784
4.40704 0.215799 0.218033
4.46231 0.213383 0.215279
4.51759 0.211017 0.212527
4.57286 0.208701 0.209785
4.62814 0.206432 0.207058
4.68342 0.204209 0.204356
4.73869 0.202032 0.201686
4.79397 0.199897 0.199058
4.84925 0.197806 0.196481
4.90452 0.195755 0.193965
4.9598 0.193745 0.191519
5.01508 0.191774 0.189152
5.07035 0.189841 0.186873
5.12563 0.187944 0.18469
5.1809 0.186084 0.182612
5.23618 0.184258 0.180645
5.29146 0.182467 0.178795
5.34673 0.180709 0.177065
5.40201 0.178983 0.17546
5.45729 0.177288 0.173979
5.51256 0.175624 0.172624
5.56784 0.17399 0.171392
5.62312 0.172385 0.170279
5.67839 0.170809 0.16928
5.73367 0.16926 0.168385
5.78894 0.167738 0.167586
5.84422 0.166242 0.16687
5.8995 0.164772 0.166222
5.95477 0.163326 0.165628
6.01005 0.161906 0.165068
6.06533 0.160509 0.164523
6.1206 0.159135 0.163971
6.17588 0.157783 0.163389
6.23116 0.156454 0.162754
6.28643 0.155147 0.16204
6.34171 0.15386 0.161222
6.39698 0.152595 0.160274
6.45226 0.151349 0.159172
6.50754 0.150123 0.157889
6.56281 0.148916 0.156404
6.61809 0.147728 0.154695
6.67337 0.146558 0.152743
6.72864 0.145407 0.150532
6.78392 0.144273 0.148052
6.8392 0.143155 0.145297
6.89447 0.142055 0.142264
6.94975 0.140971 0.138962
7.00503 0.139904 0.135403
7.0603 0.138852 0.131611
7.11558 0.137815 0.127619
7.17085 0.136793 0.12347
7.22613 0.135786 0.119222
7.28141 0.134794 0.114944
7.33668 0.133815 0.110723
7.39196 0.132851 0.106661
7.44724 0.1319 0.102878
7.50251 0.130962 0.0995147
7.55779 0.130037 0.0967318
7.61307 0.129125 0.0947137
7.66834 0.128226 0.0936692
7.72362 0.127338 0.0938335
7.77889 0.126463 0.0954697
7.83417 0.125599 0.0988707
7.88945 0.124747 0.104361
7.94472 0.123907 0.112299
8 0.123077 0.123077
