i Re Im
930 0.33366 8.41341e-16
931 0.328946 8.19657e-16
932 0.324247 8.32667e-16
933 0.319562 8.60423e-16
934 0.314893 9.66241e-16
935 0.310238 1.11543e-15
936 0.305599 7.54605e-16
937 0.300974 1.02782e-15
938 0.296365 8.98587e-16
939 0.291771 1.09895e-15
940 0.287192 9.13332e-16
941 0.282628 1.09201e-15
942 0.27808 8.18789e-16
943 0.273548 9.6971e-16
944 0.269031 6.85649e-16
945 0.264529 7.06466e-16
946 0.260043 7.1991e-16
947 0.255573 7.76072e-16
948 0.251119 6.33174e-16
949 0.24668 8.22909e-16
950 0.242258 7.93419e-16
951 0.237851 1.01221e-15
952 0.233461 7.00503e-16
953 0.229086 8.87745e-16
954 0.224728 9.13874e-16
955 0.220386 9.57459e-16
956 0.216061 7.66097e-16
957 0.211751 8.85766e-16
958 0.207458 6.7932e-16
959 0.203182 5.58615e-16
960 0.198922 6.17236e-16
961 0.194678 5.27573e-16
962 0.190451 7.23488e-16
963 0.186241 6.59303e-16
964 0.182048 7.79216e-16
965 0.177871 4.44414e-16
966 0.173712 5.4286e-16
967 0.169569 8.03394e-16
968 0.165443 4.06901e-16
969 0.161335 5.88505e-16
970 0.157243 3.9118e-16
971 0.153168 7.66748e-16
972 0.149111 6.45317e-16
973 0.145071 7.87348e-16
974 0.141048 7.63278e-16
975 0.137043 6.08671e-16
976 0.133055 2.39609e-16
977 0.129084 3.05962e-16
978 0.125131 2.98589e-16
979 0.121195 3.4998e-16
980 0.117278 2.82109e-16
981 0.113377 3.90963e-16
982 0.109495 3.08781e-16
983 0.10563 5.41451e-16
984 0.101783 3.76869e-16
985 0.0979536 3.98553e-16
986 0.0941423 3.25477e-16
987 0.0903489 3.05962e-16
988 0.0865736 4.01805e-16
989 0.0828162 4.99384e-16
990 0.079077 3.44343e-16
991 0.0753558 3.82073e-16
992 0.0716529 1.48753e-16
993 0.0679681 3.85976e-17
994 0.0643016 8.97719e-17
995 0.0606534 1.14275e-16
996 0.0570235 1.9147e-16
997 0.0534121 1.12974e-16
998 0.049819 2.09251e-16
999 0.0462444 3.52583e-16
1000 0.0426884 4.72712e-17
1001 0.0391508 3.18322e-16
1002 0.0356319 2.59775e-16
1003 0.0321316 4.06576e-16
1004 0.02865 1.50921e-16
1005 0.0251871 2.81676e-16
1006 0.0217429 8.32667e-17
1007 0.0183175 2.10118e-16
1008 0.014911 -4.35849e-17
1009 0.0115233 -3.07913e-17
1010 0.00815448 -1.01156e-16
1011 0.00480461 1.50054e-16
1012 0.00147371 -9.61687e-17
1013 -0.00183818 2.26598e-17
1014 -0.00513103 -1.4962e-17
1015 -0.0084048 1.5645e-16
1016 -0.0116595 -1.79652e-16
1017 -0.014895 2.20635e-17
1018 -0.0181113 -1.00831e-17
1019 -0.0213085 -2.76472e-18
1020 -0.0244864 -1.96783e-17
1021 -0.027645 -7.38613e-17
1022 -0.0307843 -2.05483e-16
1023 -0.0339043 -8.74545e-17
1024 -0.037005 -5.88113e-16
1025 -0.0400862 -4.59498e-16
1026 -0.043148 -4.69789e-16
1027 -0.0461904 -4.55385e-16
1028 -0.0492132 -4.909e-16
1029 -0.0522166 -6.22413e-16
1030 -0.0552004 -5.41722e-16
1031 -0.0581647 -3.8191e-16
1032 -0.0611094 -6.85487e-16
1033 -0.0640344 -6.01624e-16
1034 -0.0669398 -7.4463e-16
1035 -0.0698256 -6.03033e-16
1036 -0.0726916 -6.59629e-16
1037 -0.0755379 -5.24429e-16
1038 -0.0783645 -6.32415e-16
1039 -0.0811713 -5.65303e-16
1040 -0.0839584 -7.58508e-16
1041 -0.0867256 -8.50231e-16
1042 -0.089473 -8.89913e-16
1043 -0.0922005 -7.33138e-16
1044 -0.0949081 -6.5746e-16
1045 -0.0975959 -6.59845e-16
1046 -0.100264 -6.73723e-16
1047 -0.102912 -4.60352e-16
1048 -0.10554 -4.86156e-16
1049 -0.108148 -4.19369e-16
1050 -0.110736 -4.43872e-16
1051 -0.113303 -4.77699e-16
1052 -0.115851 -4.30862e-16
1053 -0.118379 -3.33284e-16
1054 -0.120887 -5.1608e-16
1055 -0.123375 -3.57136e-16
1056 -0.125842 -6.57677e-16
1057 -0.12829 -4.84205e-16
1058 -0.130717 -5.36463e-16
1059 -0.133125 -4.94179e-16
1060 -0.135512 -4.97649e-16
1061 -0.137879 -6.57677e-16
1062 -0.140225 -3.91397e-16
1063 -0.142552 -3.21791e-16
1064 -0.144858 -5.4015e-16
1065 -0.147144 -3.22875e-16
1066 -0.14941 -4.01155e-16
1067 -0.151656 -1.80411e-16
1068 -0.153881 -4.28477e-16
1069 -0.156087 -2.84495e-16
1070 -0.158271 -4.13948e-16
1071 -0.160436 -3.6646e-16
1072 -0.16258 -5.32343e-16
1073 -0.164704 -3.99637e-16
1074 -0.166808 -6.31439e-16
1075 -0.168892 -4.59702e-16
1076 -0.170955 -4.22839e-16
1077 -0.172997 -3.37621e-16
1078 -0.17502 -4.39752e-16
1079 -0.177022 -1.29887e-16
1080 -0.179004 -3.17888e-16
1081 -0.180965 -2.48065e-16
1082 -0.182906 -2.38524e-16
1083 -0.184827 -2.6357e-16
1084 -0.186728 -2.60534e-16
1085 -0.188608 -2.47523e-16
1086 -0.190467 -3.78929e-16
1087 -0.192307 -2.29092e-16
1088 -0.194126 -4.27826e-16
1089 -0.195924 -2.84386e-16
1090 -0.197702 -2.86013e-16
1091 -0.19946 -3.47704e-16
1092 -0.201198 -2.19163e-16
1093 -0.202915 -5.1814e-16
1094 -0.204612 -2.15973e-16
1095 -0.206288 -2.09956e-16
1096 -0.207944 -3.84133e-16
1097 -0.20958 -2.48174e-16
1098 -0.211196 -4.47775e-16
1099 -0.212791 -1.10589e-16
1100 -0.214365 -1.47018e-16
1101 -0.21592 -2.77556e-17
1102 -0.217454 -1.42898e-16
1103 -0.218968 -2.13805e-16
1104 -0.220461 -4.75748e-16
1105 -0.221934 -2.9577e-16
1106 -0.223387 -3.21791e-16
1107 -0.22482 -2.15539e-16
1108 -0.226232 -2.52836e-16
1109 -0.227624 -2.56739e-16
1110 -0.228996 -2.53703e-16
1111 -0.230347 1.01481e-16
1112 -0.231678 -1.81279e-16
1113 -0.232989 4.68375e-17
1114 -0.23428 -8.58688e-17
1115 -0.23555 -9.19403e-17
1116 -0.236801 -5.20417e-18
1117 -0.238031 -2.42861e-17
1118 -0.239241 -1.99493e-16
1119 -0.240431 -4.25007e-17
1120 -0.2416 -1.27502e-16
1121 -0.24275 -5.72459e-17
1122 -0.243879 -1.37043e-16
1123 -0.244988 -1.49186e-16
1124 -0.246077 -1.30104e-17
1125 -0.247146 -1.97758e-16
1126 -0.248195 -8.84709e-17
1127 -0.249224 1.71738e-16
1128 -0.250233 -3.46945e-17
1129 -0.251222 6.245e-17
1130 -0.252191 6.41848e-17
1131 -0.25314 2.11636e-16
1132 -0.254069 -6.41848e-17
1133 -0.254977 -3.46945e-18
1134 -0.255867 -1.50921e-16
1135 -0.256736 1.59595e-16
1136 -0.257585 -1.38778e-16
1137 -0.258414 -2.60209e-16
1138 -0.259224 -2.06432e-16
1139 -0.260014 2.94903e-17
1140 -0.260783 4.33681e-17
1141 -0.261534 7.45931e-17
1142 -0.262264 -1.12757e-16
1143 -0.262975 1.31839e-16
1144 -0.263665 -5.20417e-17
1145 -0.264337 -2.42861e-17
1146 -0.264988 6.93889e-17
1147 -0.26562 -5.89806e-17
1148 -0.266233 1.73472e-17
1149 -0.266825 1.8735e-16
1150 -0.267398 -1.38778e-17
1151 -0.267952 1.45717e-16
1152 -0.268486 1.66533e-16
1153 -0.269001 3.67761e-16
1154 -0.269496 2.11636e-16
1155 -0.269972 3.46945e-17
1156 -0.270428 1.83881e-16
1157 -0.270865 6.93889e-17
1158 -0.271283 -1.04083e-17
1159 -0.271681 2.77556e-16
1160 -0.272061 1.59595e-16
1161 -0.27242 1.73472e-16
1162 -0.272761 -7.63278e-17
1163 -0.273083 5.89806e-17
1164 -0.273385 3.81639e-17
1165 -0.273668 2.94903e-16
1166 -0.273932 7.28584e-17
1167 -0.274177 -2.77556e-17
1168 -0.274403 -1.52656e-16
1169 -0.27461 -1.38778e-16
1170 -0.274798 -1.73472e-16
1171 -0.274968 -5.55112e-17
1172 -0.275118 -9.02056e-17
1173 -0.275249 -2.56739e-16
1174 -0.275362 -1.17961e-16
1175 -0.275456 -2.22045e-16
1176 -0.275531 -8.32667e-17
1177 -0.275587 4.85723e-17
1178 -0.275625 -1.38778e-17
1179 -0.275644 -5.55112e-17
1180 -0.275645 -9.71445e-17
1181 -0.275627 -7.63278e-17
1182 -0.27559 -2.15106e-16
1183 -0.275535 -2.08167e-16
1184 -0.275462 -2.35922e-16
1185 -0.27537 -7.63278e-17
1186 -0.27526 -3.1225e-16
1187 -0.275131 -2.77556e-16
1188 -0.274985 -2.84495e-16
1189 -0.27482 -3.95517e-16
1190 -0.274636 -2.98372e-16
1191 -0.274435 -1.94289e-16
1192 -0.274216 -2.63678e-16
1193 -0.273978 -1.17961e-16
1194 -0.273723 -2.28983e-16
1195 -0.273449 4.16334e-17
1196 -0.273158 -1.17961e-16
1197 -0.272849 -5.55112e-17
1198 -0.272522 -2.77556e-16
1199 -0.272177 -2.84495e-16
1200 -0.271814 -3.33067e-16
1201 -0.271434 -1.59595e-16
1202 -0.271036 -3.747e-16
1203 -0.27062 -1.52656e-16
1204 -0.270187 -2.498e-16
1205 -0.269736 -3.05311e-16
1206 -0.269268 -3.05311e-16
1207 -0.268783 -1.38778e-17
1208 -0.26828 -9.71445e-17
1209 -0.267759 -8.32667e-17
1210 -0.267222 -9.71445e-17
1211 -0.266667 -5.55112e-17
1212 -0.266095 -1.38778e-17
1213 -0.265506 2.22045e-16
1214 -0.2649 -4.16334e-17
1215 -0.264277 -1.52656e-16
1216 -0.263637 -8.32667e-17
1217 -0.26298 9.71445e-17
1218 -0.262306 -4.16334e-17
1219 -0.261615 -6.93889e-17
1220 -0.260908 -2.77556e-17
1221 -0.260184 -3.747e-16
1222 -0.259443 -8.32667e-17
1223 -0.258686 -2.498e-16
1224 -0.257912 -1.52656e-16
1225 -0.257121 -2.77556e-17
1226 -0.256314 -3.60822e-16
1227 -0.255491 -2.91434e-16
1228 -0.254652 -2.08167e-16
1229 -0.253796 -1.38778e-16
1230 -0.252924 -1.11022e-16
1231 -0.252035 -4.996e-16
1232 -0.251131 -4.30211e-16
1233 -0.250211 -3.88578e-16
1234 -0.249274 -3.60822e-16
1235 -0.248322 -2.77556e-16
1236 -0.247354 -3.33067e-16
1237 -0.24637 -4.44089e-16
1238 -0.24537 -4.57967e-16
1239 -0.244355 -2.91434e-16
1240 -0.243324 -4.30211e-16
1241 -0.242277 -3.05311e-16
1242 -0.241215 -3.19189e-16
1243 -0.240137 -3.60822e-16
1244 -0.239044 -3.19189e-16
1245 -0.237936 -2.08167e-16
1246 -0.236812 -5.27356e-16
1247 -0.235673 -4.57967e-16
1248 -0.234519 -6.10623e-16
1249 -0.23335 -4.16334e-16
1250 -0.232166 -5.55112e-16
1251 -0.230967 -2.77556e-16
1252 -0.229753 -3.05311e-16
1253 -0.228524 -6.10623e-16
1254 -0.227281 -5.27356e-16
1255 -0.226022 -5.55112e-16
1256 -0.224749 -5.55112e-16
1257 -0.223462 -4.996e-16
1258 -0.22216 -6.10623e-16
1259 -0.220843 -6.38378e-16
1260 -0.219512 -5.55112e-16
1261 -0.218167 -5.82867e-16
1262 -0.216807 -5.82867e-16
1263 -0.215433 -4.996e-16
1264 -0.214045 -6.38378e-16
1265 -0.212643 -5.27356e-16
1266 -0.211227 -6.38378e-16
1267 -0.209798 -3.05311e-16
1268 -0.208354 -4.16334e-16
1269 -0.206896 -5.82867e-16
1270 -0.205425 -6.38378e-16
1271 -0.20394 -3.33067e-16
1272 -0.202441 -6.10623e-16
1273 -0.200929 -5.27356e-16
1274 -0.199404 -5.82867e-16
1275 -0.197865 -6.66134e-16
1276 -0.196312 -4.44089e-16
1277 -0.194747 -5.82867e-16
1278 -0.193168 -6.66134e-16
1279 -0.191576 -2.77556e-16
1280 -0.189972 -7.77156e-16
1281 -0.188354 -3.33067e-16
1282 -0.186723 -5.82867e-16
1283 -0.185079 -4.996e-16
1284 -0.183423 -4.996e-16
1285 -0.181754 -8.04912e-16
1286 -0.180072 -6.66134e-16
1287 -0.178378 -6.10623e-16
1288 -0.176671 -6.66134e-16
1289 -0.174952 -4.16334e-16
1290 -0.173221 -5.82867e-16
1291 -0.171477 -5.55112e-16
1292 -0.169722 -6.38378e-16
1293 -0.167954 -4.16334e-16
1294 -0.166174 -5.55112e-16
1295 -0.164382 -4.71845e-16
1296 -0.162578 -5.55112e-16
1297 -0.160762 -4.44089e-16
1298 -0.158935 -5.27356e-16
1299 -0.157096 -4.44089e-16
1300 -0.155245 -4.71845e-16
1301 -0.153383 -5.55112e-16
1302 -0.151509 -5.55112e-16
1303 -0.149624 -4.16334e-16
1304 -0.147728 -4.71845e-16
1305 -0.14582 -2.77556e-16
1306 -0.143902 -3.05311e-16
1307 -0.141972 -4.44089e-16
1308 -0.140031 -3.88578e-16
1309 -0.138079 -2.498e-16
1310 -0.136117 -3.60822e-16
1311 -0.134144 -4.44089e-16
1312 -0.13216 -3.33067e-16
1313 -0.130165 -2.77556e-17
1314 -0.12816 -4.44089e-16
1315 -0.126144 -1.11022e-16
1316 -0.124119 0
1317 -0.122082 -3.88578e-16
1318 -0.120036 -4.996e-16
1319 -0.117979 -4.996e-16
1320 -0.115913 -3.88578e-16
1321 -0.113836 -2.22045e-16
1322 -0.111749 -6.10623e-16
1323 -0.109653 -2.22045e-16
1324 -0.107547 -3.33067e-16
1325 -0.105431 -2.77556e-16
1326 -0.103306 -3.33067e-16
1327 -0.101171 -3.88578e-16
1328 -0.0990264 -2.77556e-16
1329 -0.0968727 -2.22045e-16
1330 -0.0947097 -4.996e-16
1331 -0.0925375 -2.22045e-16
1332 -0.0903562 -2.22045e-16
1333 -0.0881658 -2.77556e-16
1334 -0.0859665 -2.77556e-16
1335 -0.0837584 -2.77556e-16
1336 -0.0815414 -3.88578e-16
1337 -0.0793157 -2.77556e-16
1338 -0.0770814 -3.88578e-16
1339 -0.0748385 -4.996e-16
1340 -0.0725872 -3.33067e-16
1341 -0.0703275 -3.33067e-16
1342 -0.0680594 -3.88578e-16
1343 -0.0657832 -2.77556e-16
1344 -0.0634988 -3.33067e-16
1345 -0.0612063 -3.33067e-16
1346 -0.0589058 -1.66533e-16
1347 -0.0565975 -5.55112e-16
1348 -0.0542813 -3.88578e-16
1349 -0.0519574 -4.44089e-16
1350 -0.0496259 -6.10623e-16
1351 -0.0472867 -7.77156e-16
1352 -0.0449401 -4.996e-16
1353 -0.0425861 -6.10623e-16
1354 -0.0402247 -5.55112e-16
1355 -0.0378562 -6.66134e-16
1356 -0.0354804 -4.44089e-16
1357 -0.0330976 -5.55112e-16
1358 -0.0307078 -4.996e-16
1359 -0.0283111 -6.10623e-16
1360 -0.0259075 -4.44089e-16
1361 -0.0234972 -2.22045e-16
1362 -0.0210803 -4.996e-16
1363 -0.0186568 -3.88578e-16
1364 -0.0162268 -3.33067e-16
1365 -0.0137904 -3.88578e-16
1366 -0.0113476 -4.44089e-16
1367 -0.00889866 -4.996e-16
1368 -0.00644354 -7.21645e-16
1369 -0.00398234 -4.996e-16
1370 -0.00151515 -6.66134e-16
1371 0.000957942 -6.66134e-16
1372 0.00343685 -7.77156e-16
1373 0.00592149 -6.66134e-16
1374 0.00841179 -7.77156e-16
1375 0.0109076 -8.32667e-16
1376 0.013409 -6.66134e-16
1377 0.0159157 -6.10623e-16
1378 0.0184278 -1.05471e-15
1379 0.020945 -6.66134e-16
1380 0.0234675 -7.21645e-16
1381 0.0259949 -1.16573e-15
1382 0.0285274 -8.88178e-16
1383 0.0310647 -8.88178e-16
1384 0.0336069 -6.66134e-16
1385 0.0361537 -7.21645e-16
1386 0.0387052 -8.88178e-16
1387 0.0412613 -6.10623e-16
1388 0.0438218 -8.32667e-16
1389 0.0463867 -1.05471e-15
1390 0.0489558 -9.99201e-16
1391 0.0515292 -8.88178e-16
1392 0.0541067 -9.4369e-16
1393 0.0566883 -9.4369e-16
1394 0.0592738 -9.99201e-16
1395 0.0618632 -6.10623e-16
1396 0.0644563 -7.77156e-16
1397 0.0670532 -9.4369e-16
1398 0.0696536 -1.05471e-15
1399 0.0722576 -1.05471e-15
1400 0.074865 -9.4369e-16
1401 0.0774758 -1.16573e-15
1402 0.0800899 -1.05471e-15
1403 0.0827071 -1.11022e-15
1404 0.0853274 -9.4369e-16
1405 0.0879508 -8.32667e-16
1406 0.0905771 -1.11022e-15
1407 0.0932062 -5.55112e-16
1408 0.0958381 -8.32667e-16
1409 0.0984727 -6.66134e-16
1410 0.10111 -9.4369e-16
1411 0.103749 -9.4369e-16
1412 0.106392 -9.99201e-16
1413 0.109036 -9.4369e-16
1414 0.111683 -9.99201e-16
1415 0.114331 -1.05471e-15
1416 0.116982 -9.4369e-16
1417 0.119635 -8.88178e-16
1418 0.12229 -1.11022e-15
1419 0.124947 -1.16573e-15
1420 0.127605 -9.99201e-16
1421 0.130265 -1.11022e-15
1422 0.132926 -1.05471e-15
1423 0.13559 -1.44329e-15
1424 0.138254 -1.11022e-15
1425 0.14092 -1.05471e-15
1426 0.143587 -1.27676e-15
1427 0.146255 -1.22125e-15
1428 0.148924 -1.22125e-15
1429 0.151594 -1.55431e-15
1430 0.154265 -1.33227e-15
1431 0.156937 -1.44329e-15
1432 0.15961 -1.22125e-15
1433 0.162283 -1.22125e-15
1434 0.164957 -1.22125e-15
1435 0.167631 -9.99201e-16
1436 0.170305 -8.88178e-16
1437 0.17298 -9.4369e-16
1438 0.175655 -9.99201e-16
1439 0.178331 -1.27676e-15
1440 0.181006 -1.11022e-15
1441 0.183681 -9.99201e-16
1442 0.186356 -1.27676e-15
1443 0.189031 -1.22125e-15
1444 0.191706 -9.4369e-16
1445 0.19438 -1.11022e-15
1446 0.197054 -1.11022e-15
1447 0.199727 -1.27676e-15
1448 0.202399 -8.88178e-16
1449 0.205071 -1.36002e-15
1450 0.207742 -1.30451e-15
1451 0.210413 -1.27676e-15
1452 0.213082 -1.52656e-15
1453 0.21575 -1.52656e-15
1454 0.218417 -1.63758e-15
1455 0.221083 -1.58207e-15
1456 0.223748 -1.4988e-15
1457 0.226411 -1.72085e-15
1458 0.229073 -1.69309e-15
1459 0.231733 -1.7486e-15
1460 0.234391 -1.63758e-15
1461 0.237048 -1.83187e-15
1462 0.239703 -2.02616e-15
1463 0.242357 -1.94289e-15
1464 0.245008 -1.94289e-15
1465 0.247657 -1.83187e-15
1466 0.250304 -1.97065e-15
1467 0.252949 -2.02616e-15
1468 0.255592 -1.91513e-15
1469 0.258232 -2.10942e-15
1470 0.26087 -1.94289e-15
1471 0.263505 -1.88738e-15
1472 0.266138 -1.83187e-15
1473 0.268768 -1.88738e-15
1474 0.271396 -1.91513e-15
1475 0.27402 -2.10942e-15
1476 0.276642 -1.69309e-15
1477 0.27926 -2.08167e-15
1478 0.281876 -1.85962e-15
1479 0.284488 -2.33147e-15
1480 0.287097 -1.88738e-15
1481 0.289703 -1.9984e-15
1482 0.292305 -2.13718e-15
1483 0.294904 -2.38698e-15
1484 0.297499 -2.2482e-15
1485 0.300091 -2.13718e-15
1486 0.302679 -2.13718e-15
1487 0.305263 -2.47025e-15
1488 0.307843 -2.22045e-15
1489 0.310419 -2.41474e-15
1490 0.312992 -2.30371e-15
1491 0.31556 -2.38698e-15
1492 0.318124 -2.16493e-15
1493 0.320683 -2.44249e-15
1494 0.323239 -2.498e-15
1495 0.32579 -2.34535e-15
1496 0.328336 -2.52576e-15
1497 0.330878 -2.48412e-15
1498 0.333415 -2.65066e-15
1499 0.335947 -2.78944e-15
1500 0.338475 -2.52576e-15
1501 0.340998 -2.65066e-15
1502 0.343516 -2.69229e-15
1503 0.346028 -2.33147e-15
1504 0.348536 -2.52576e-15
1505 0.351038 -2.30371e-15
1506 0.353536 -2.41474e-15
1507 0.356027 -2.33147e-15
1508 0.358514 -2.01228e-15
1509 0.360995 -2.3731e-15
1510 0.36347 -2.55351e-15
1511 0.36594 -2.44249e-15
1512 0.368404 -2.40086e-15
1513 0.370862 -2.52576e-15
1514 0.373314 -2.53964e-15
1515 0.375761 -2.52576e-15
1516 0.378201 -2.44943e-15
1517 0.380636 -2.82413e-15
1518 0.383064 -2.46331e-15
1519 0.385486 -2.65066e-15
1520 0.387901 -2.16493e-15
1521 0.390311 -2.40086e-15
1522 0.392714 -2.33147e-15
1523 0.39511 -2.17187e-15
1524 0.3975 -1.88738e-15
1525 0.399883 -2.17881e-15
1526 0.402259 -2.09902e-15
1527 0.404628 -1.95677e-15
1528 0.406991 -2.08167e-15
1529 0.409347 -2.01575e-15
1530 0.411695 -1.97758e-15
1531 0.414037 -2.15106e-15
1532 0.416371 -1.78156e-15
1533 0.418699 -1.94116e-15
1534 0.421019 -1.86656e-15
1535 0.423331 -1.75337e-15
1536 0.425636 -1.64435e-15
1537 0.427934 -1.64495e-15
1538 0.430224 -1.62023e-15
1539 0.432506 -1.37217e-15
1540 0.434781 -1.2837e-15
1541 0.437048 -1.45023e-15
1542 0.439307 -1.34615e-15
1543 0.441558 -1.43982e-15
1544 0.443801 -1.43635e-15
1545 0.446036 -1.47451e-15
1546 0.448263 -1.81799e-15
1547 0.450482 -2.04003e-15
1548 0.452692 -1.82493e-15
1549 0.454895 -1.85268e-15
1550 0.457089 -1.70003e-15
1551 0.459274 -2.10248e-15
1552 0.461451 -1.61676e-15
1553 0.463619 -1.83881e-15
1554 0.465779 -1.60288e-15
1555 0.46793 -1.68615e-15
1556 0.470072 -1.55431e-15
1557 0.472205 -1.70697e-15
1558 0.47433 -1.67921e-15
1559 0.476445 -2.05391e-15
1560 0.478552 -1.84575e-15
1561 0.480649 -1.88738e-15
1562 0.482738 -1.94289e-15
1563 0.484817 -1.85962e-15
1564 0.486886 -1.95677e-15
1565 0.488947 -2.19269e-15
1566 0.490998 -1.97065e-15
1567 0.49304 -1.77636e-15
1568 0.495072 -1.55431e-15
1569 0.497094 -1.6237e-15
1570 0.499107 -1.6237e-15
1571 0.50111 -1.36002e-15
1572 0.503104 -9.85323e-16
1573 0.505087 -1.09635e-15
1574 0.507061 -1.16573e-15
1575 0.509025 -1.45717e-15
1576 0.510979 -1.08247e-15
1577 0.512922 -1.05471e-15
1578 0.514856 -1.05471e-15
1579 0.516779 -1.11022e-15
1580 0.518693 -8.88178e-16
1581 0.520596 -1.08247e-15
1582 0.522488 -8.32667e-16
1583 0.52437 -1.13798e-15
1584 0.526242 -6.66134e-16
1585 0.528103 -1.27676e-15
1586 0.529954 -1.02696e-15
1587 0.531794 -9.71445e-16
1588 0.533624 -6.93889e-16
1589 0.535442 -9.71445e-16
1590 0.53725 -7.21645e-16
1591 0.539047 -8.88178e-16
1592 0.540833 -7.49401e-16
1593 0.542608 -8.88178e-16
1594 0.544373 -7.77156e-16
1595 0.546126 -1.08247e-15
1596 0.547868 -6.66134e-16
1597 0.549599 -8.60423e-16
1598 0.551319 -1.05471e-15
1599 0.553027 -8.04912e-16
1600 0.554724 -8.32667e-16
1601 0.55641 -7.49401e-16
1602 0.558084 -8.32667e-16
1603 0.559747 -8.88178e-16
1604 0.561399 -6.93889e-16
1605 0.563038 -8.60423e-16
1606 0.564667 -8.60423e-16
1607 0.566283 -1.13798e-15
1608 0.567888 -1.02696e-15
1609 0.569481 -1.13798e-15
1610 0.571062 -7.77156e-16
1611 0.572632 -1.38778e-15
1612 0.574189 -1.05471e-15
1613 0.575735 -1.13798e-15
1614 0.577268 -9.15934e-16
1615 0.57879 -1.19349e-15
1616 0.580299 -1.08247e-15
1617 0.581797 -1.11022e-15
1618 0.583282 -1.22125e-15
1619 0.584755 -1.08247e-15
1620 0.586216 -8.32667e-16
1621 0.587664 -7.77156e-16
1622 0.5891 -7.77156e-16
1623 0.590524 -6.38378e-16
1624 0.591935 -9.71445e-16
1625 0.593333 -1.05471e-15
1626 0.594719 -8.32667e-16
1627 0.596093 -8.32667e-16
1628 0.597454 -7.21645e-16
1629 0.598802 -6.66134e-16
1630 0.600138 -6.66134e-16
1631 0.601461 -9.99201e-16
1632 0.602771 -1.05471e-15
1633 0.604068 -1.11022e-15
1634 0.605353 -9.99201e-16
1635 0.606624 -9.99201e-16
1636 0.607883 -9.4369e-16
1637 0.609129 -1.22125e-15
1638 0.610361 -1.22125e-15
1639 0.611581 -1.60982e-15
1640 0.612787 -1.44329e-15
1641 0.613981 -1.60982e-15
1642 0.615161 -1.38778e-15
1643 0.616328 -1.55431e-15
1644 0.617482 -1.33227e-15
1645 0.618622 -1.60982e-15
1646 0.619749 -1.33227e-15
1647 0.620863 -1.33227e-15
1648 0.621964 -1.05471e-15
1649 0.623051 -1.60982e-15
1650 0.624124 -1.22125e-15
1651 0.625184 -1.55431e-15
1652 0.626231 -1.22125e-15
1653 0.627264 -1.16573e-15
1654 0.628284 -1.27676e-15
1655 0.62929 -1.27676e-15
1656 0.630282 -1.33227e-15
1657 0.63126 -1.33227e-15
1658 0.632225 -1.33227e-15
1659 0.633177 -1.38778e-15
1660 0.634114 -1.44329e-15
1661 0.635037 -1.55431e-15
1662 0.635947 -1.11022e-15
1663 0.636843 -1.44329e-15
1664 0.637725 -1.22125e-15
1665 0.638593 -1.16573e-15
1666 0.639448 -9.99201e-16
1667 0.640288 -8.88178e-16
1668 0.641114 -1.16573e-15
1669 0.641926 -1.16573e-15
1670 0.642724 -1.16573e-15
1671 0.643508 -1.27676e-15
1672 0.644278 -1.11022e-15
1673 0.645034 -1.27676e-15
1674 0.645776 -1.11022e-15
1675 0.646503 -1.55431e-15
1676 0.647217 -1.55431e-15
1677 0.647916 -1.55431e-15
1678 0.648601 -1.44329e-15
1679 0.649271 -1.60982e-15
1680 0.649927 -1.60982e-15
1681 0.650569 -1.77636e-15
1682 0.651197 -1.66533e-15
1683 0.65181 -1.55431e-15
1684 0.652409 -1.44329e-15
1685 0.652994 -1.38778e-15
1686 0.653564 -1.22125e-15
1687 0.654119 -1.60982e-15
1688 0.65466 -1.33227e-15
1689 0.655187 -1.44329e-15
1690 0.655699 -1.16573e-15
1691 0.656197 -1.33227e-15
1692 0.65668 -1.16573e-15
1693 0.657148 -1.33227e-15
1694 0.657602 -1.22125e-15
1695 0.658042 -1.44329e-15
1696 0.658466 -1.22125e-15
1697 0.658876 -1.33227e-15
1698 0.659272 -1.44329e-15
1699 0.659653 -1.44329e-15
1700 0.660019 -1.22125e-15
1701 0.66037 -1.33227e-15
1702 0.660707 -1.38778e-15
1703 0.661029 -1.77636e-15
1704 0.661336 -1.66533e-15
1705 0.661629 -1.66533e-15
1706 0.661907 -1.77636e-15
1707 0.66217 -1.77636e-15
1708 0.662418 -1.60982e-15
1709 0.662651 -1.9984e-15
1710 0.66287 -1.72085e-15
1711 0.663074 -1.72085e-15
1712 0.663263 -1.72085e-15
1713 0.663437 -1.94289e-15
1714 0.663596 -1.94289e-15
1715 0.663741 -1.66533e-15
1716 0.66387 -1.72085e-15
1717 0.663985 -1.72085e-15
1718 0.664085 -1.4988e-15
1719 0.66417 -1.55431e-15
1720 0.66424 -1.66533e-15
1721 0.664295 -1.83187e-15
1722 0.664335 -1.77636e-15
1723 0.66436 -1.83187e-15
1724 0.664371 -1.72085e-15
1725 0.664366 -1.83187e-15
1726 0.664347 -1.72085e-15
1727 0.664312 -1.88738e-15
1728 0.664263 -1.94289e-15
1729 0.664198 -1.83187e-15
1730 0.664119 -1.60982e-15
1731 0.664025 -1.44329e-15
1732 0.663916 -1.66533e-15
1733 0.663791 -1.72085e-15
1734 0.663652 -1.55431e-15
1735 0.663498 -1.66533e-15
