i Re Im
1736 0.663329 -1.60982e-15
1737 0.663145 -1.72085e-15
1738 0.662946 -1.27676e-15
1739 0.662732 -1.72085e-15
1740 0.662503 -1.66533e-15
1741 0.662259 -1.60982e-15
1742 0.662 -1.66533e-15
1743 0.661727 -1.94289e-15
1744 0.661438 -1.72085e-15
1745 0.661134 -1.83187e-15
1746 0.660815 -1.55431e-15
1747 0.660482 -1.66533e-15
1748 0.660133 -1.72085e-15
1749 0.659769 -1.66533e-15
1750 0.659391 -1.55431e-15
1751 0.658997 -1.72085e-15
1752 0.658589 -1.88738e-15
1753 0.658166 -1.9984e-15
1754 0.657727 -1.55431e-15
1755 0.657274 -1.72085e-15
1756 0.656806 -1.72085e-15
1757 0.656323 -1.77636e-15
1758 0.655825 -1.72085e-15
1759 0.655313 -1.83187e-15
1760 0.654785 -1.77636e-15
1761 0.654242 -1.94289e-15
1762 0.653685 -1.72085e-15
1763 0.653113 -1.66533e-15
1764 0.652526 -1.4988e-15
1765 0.651924 -1.60982e-15
1766 0.651307 -1.55431e-15
1767 0.650675 -1.66533e-15
1768 0.650029 -1.38778e-15
1769 0.649368 -1.72085e-15
1770 0.648692 -1.66533e-15
1771 0.648001 -1.72085e-15
1772 0.647295 -1.66533e-15
1773 0.646575 -1.72085e-15
1774 0.64584 -1.66533e-15
1775 0.64509 -1.72085e-15
1776 0.644326 -1.66533e-15
1777 0.643547 -1.83187e-15
1778 0.642753 -1.60982e-15
1779 0.641945 -1.83187e-15
1780 0.641122 -1.4988e-15
1781 0.640284 -1.38778e-15
1782 0.639431 -1.22125e-15
1783 0.638565 -1.55431e-15
1784 0.637683 -1.44329e-15
1785 0.636787 -1.66533e-15
1786 0.635876 -1.27676e-15
1787 0.634951 -1.4988e-15
1788 0.634012 -1.4988e-15
1789 0.633057 -1.38778e-15
1790 0.632089 -1.55431e-15
1791 0.631106 -1.66533e-15
1792 0.630108 -1.38778e-15
1793 0.629096 -1.44329e-15
1794 0.62807 -1.11022e-15
1795 0.627029 -1.11022e-15
1796 0.625974 -1.27676e-15
1797 0.624905 -8.88178e-16
1798 0.623821 -9.99201e-16
1799 0.622723 -1.05471e-15
1800 0.621611 -1.05471e-15
1801 0.620485 -1.22125e-15
1802 0.619344 -8.88178e-16
1803 0.618189 -1.22125e-15
1804 0.61702 -1.16573e-15
1805 0.615837 -1.38778e-15
1806 0.61464 -1.05471e-15
1807 0.613429 -1.33227e-15
1808 0.612203 -9.4369e-16
1809 0.610964 -1.16573e-15
1810 0.609711 -9.4369e-16
1811 0.608443 -1.05471e-15
1812 0.607162 -9.4369e-16
1813 0.605866 -9.99201e-16
1814 0.604557 -7.77156e-16
1815 0.603234 -9.4369e-16
1816 0.601897 -9.4369e-16
1817 0.600547 -1.16573e-15
1818 0.599182 -9.4369e-16
1819 0.597804 -1.05471e-15
1820 0.596412 -8.32667e-16
1821 0.595006 -9.99201e-16
1822 0.593587 -9.4369e-16
1823 0.592154 -8.88178e-16
1824 0.590707 -9.4369e-16
1825 0.589247 -1.16573e-15
1826 0.587773 -7.77156e-16
1827 0.586286 -8.88178e-16
1828 0.584785 -9.4369e-16
1829 0.583271 -6.10623e-16
1830 0.581744 -9.4369e-16
1831 0.580203 -8.88178e-16
1832 0.578649 -7.77156e-16
1833 0.577081 -1.05471e-15
1834 0.5755 -7.77156e-16
1835 0.573906 -9.99201e-16
1836 0.572299 -7.77156e-16
1837 0.570678 -9.4369e-16
1838 0.569045 -6.10623e-16
1839 0.567398 -8.32667e-16
1840 0.565739 -7.21645e-16
1841 0.564066 -1.22125e-15
1842 0.56238 -6.66134e-16
1843 0.560681 -9.4369e-16
1844 0.55897 -7.77156e-16
1845 0.557246 -7.21645e-16
1846 0.555508 -7.21645e-16
1847 0.553758 -7.21645e-16
1848 0.551995 -8.88178e-16
1849 0.55022 -8.32667e-16
1850 0.548432 -9.4369e-16
1851 0.546631 -7.77156e-16
1852 0.544818 -8.32667e-16
1853 0.542992 -8.32667e-16
1854 0.541153 -9.99201e-16
1855 0.539302 -9.4369e-16
1856 0.537439 -1.05471e-15
1857 0.535563 -1.22125e-15
1858 0.533675 -1.05471e-15
1859 0.531775 -9.99201e-16
1860 0.529862 -9.99201e-16
1861 0.527938 -7.49401e-16
1862 0.526001 -9.15934e-16
1863 0.524051 -9.15934e-16
1864 0.52209 -1.02696e-15
1865 0.520117 -1.05471e-15
1866 0.518132 -7.21645e-16
1867 0.516135 -1.16573e-15
1868 0.514126 -7.49401e-16
1869 0.512105 -7.77156e-16
1870 0.510072 -1.05471e-15
1871 0.508028 -9.4369e-16
1872 0.505972 -1.13798e-15
1873 0.503904 -1.22125e-15
1874 0.501824 -9.71445e-16
1875 0.499733 -9.15934e-16
1876 0.497631 -9.71445e-16
1877 0.495517 -7.21645e-16
1878 0.493391 -5.82867e-16
1879 0.491254 -5.55112e-16
1880 0.489106 -6.66134e-16
1881 0.486947 -1.05471e-15
1882 0.484776 -8.04912e-16
1883 0.482594 -7.21645e-16
1884 0.480401 -6.93889e-16
1885 0.478197 -8.32667e-16
1886 0.475982 -7.49401e-16
1887 0.473756 -7.77156e-16
1888 0.471519 -9.4369e-16
1889 0.469272 -1.02696e-15
1890 0.467013 -7.21645e-16
1891 0.464743 -5.55112e-16
1892 0.462463 -6.93889e-16
1893 0.460172 -6.93889e-16
1894 0.457871 -7.77156e-16
1895 0.455559 -8.04912e-16
1896 0.453237 -6.66134e-16
1897 0.450904 -7.77156e-16
1898 0.44856 -6.10623e-16
1899 0.446207 -7.49401e-16
1900 0.443843 -5.55112e-16
1901 0.441468 -6.38378e-16
1902 0.439084 -4.996e-16
1903 0.43669 -6.38378e-16
1904 0.434285 -6.66134e-16
1905 0.43187 -8.32667e-16
1906 0.429446 -5.55112e-16
1907 0.427011 -7.77156e-16
1908 0.424567 -8.04912e-16
1909 0.422113 -6.38378e-16
1910 0.419649 -6.66134e-16
1911 0.417176 -4.71845e-16
1912 0.414693 -5.55112e-16
1913 0.4122 -4.71845e-16
1914 0.409698 -3.88578e-16
1915 0.407186 -4.16334e-16
1916 0.404665 -4.996e-16
1917 0.402135 -6.10623e-16
1918 0.399595 -5.27356e-16
1919 0.397047 -7.21645e-16
1920 0.394489 -2.77556e-16
1921 0.391922 -6.38378e-16
1922 0.389346 -2.77556e-16
1923 0.386761 -1.66533e-16
1924 0.384167 -5.55112e-16
1925 0.381564 -1.38778e-16
1926 0.378952 -3.05311e-16
1927 0.376332 -4.02456e-16
1928 0.373703 -4.44089e-16
1929 0.371066 -6.245e-16
1930 0.368419 -3.19189e-16
1931 0.365765 -4.44089e-16
1932 0.363102 -4.57967e-16
1933 0.360431 -4.85723e-16
1934 0.357751 -3.60822e-16
1935 0.355063 -4.02456e-16
1936 0.352367 -4.44089e-16
1937 0.349663 -6.66134e-16
1938 0.346951 -4.30211e-16
1939 0.34423 -3.88578e-16
1940 0.341502 -6.80012e-16
1941 0.338766 -2.91434e-16
1942 0.336023 -3.05311e-16
1943 0.333271 -2.08167e-16
1944 0.330512 -3.46945e-16
1945 0.327745 -4.02456e-16
1946 0.324971 -4.02456e-16
1947 0.32219 -2.91434e-16
1948 0.3194 -3.747e-16
1949 0.316604 -5.96745e-16
1950 0.3138 -3.60822e-16
1951 0.310989 -4.57967e-16
1952 0.308171 -7.63278e-16
1953 0.305346 -1.01308e-15
1954 0.302514 -5.55112e-16
1955 0.299675 -4.996e-16
1956 0.296829 -6.10623e-16
1957 0.293976 -3.60822e-16
1958 0.291117 -3.46945e-16
1959 0.288251 -3.747e-16
1960 0.285378 -4.996e-16
1961 0.282499 -4.85723e-16
1962 0.279613 -4.02456e-16
1963 0.276721 -5.41234e-16
1964 0.273822 -5.27356e-16
1965 0.270918 -6.66134e-16
1966 0.268007 -4.78784e-16
1967 0.26509 -3.46945e-16
1968 0.262166 -5.13478e-16
1969 0.259237 -6.73073e-16
1970 0.256302 -3.53884e-16
1971 0.253361 -5.34295e-16
1972 0.250415 -6.03684e-16
1973 0.247462 -3.60822e-16
1974 0.244504 -3.67761e-16
1975 0.241541 -3.1225e-16
1976 0.238571 -3.26128e-16
1977 0.235597 -4.23273e-16
1978 0.232617 -3.40006e-16
1979 0.229632 -3.1225e-16
1980 0.226641 -3.88578e-16
1981 0.223646 -3.747e-16
1982 0.220645 -4.92661e-16
1983 0.217639 -4.64906e-16
1984 0.214628 -4.3715e-16
1985 0.211613 -6.03684e-16
1986 0.208593 -4.92661e-16
1987 0.205567 -2.498e-16
1988 0.202538 -5.48173e-16
1989 0.199503 -2.498e-16
1990 0.196465 -4.51028e-16
1991 0.193421 -3.50414e-16
1992 0.190374 -6.00214e-16
1993 0.187322 -7.21645e-16
1994 0.184265 -3.08781e-16
1995 0.181205 -4.23273e-16
1996 0.17814 -3.36536e-16
1997 0.175072 -1.70003e-16
1998 0.172 -3.43475e-16
1999 0.168923 -1.42247e-16
2000 0.165843 -5.68989e-16
2001 0.162759 -7.00828e-16
2002 0.159672 -3.88578e-16
2003 0.156581 -4.51028e-16
2004 0.153486 -6.31439e-16
2005 0.150388 -4.23273e-16
2006 0.147287 -2.11636e-16
2007 0.144182 -2.94903e-16
2008 0.141074 -2.41127e-16
2009 0.137963 -5.08274e-16
2010 0.134849 -1.76942e-16
2011 0.131732 -1.71738e-16
2012 0.128612 -2.34188e-16
2013 0.125489 -4.12864e-16
2014 0.122364 -2.81025e-16
2015 0.119235 -3.55618e-16
2016 0.116104 -5.08274e-16
2017 0.112971 -6.93889e-16
2018 0.109835 -3.88578e-16
2019 0.106696 -3.27863e-16
2020 0.103556 -4.42354e-16
2021 0.100413 -1.70003e-16
2022 0.0972675 -2.94903e-16
2023 0.0941202 -2.81893e-16
2024 0.0909709 -2.02963e-16
2025 0.0878196 -2.6628e-16
2026 0.0846664 -3.13985e-16
2027 0.0815114 -2.00361e-16
2028 0.0783547 -2.15973e-16
2029 0.0751963 -1.55691e-16
2030 0.0720363 -1.26635e-16
2031 0.0688747 -1.14058e-16
2032 0.0657118 -3.16587e-16
2033 0.0625475 -4.75314e-16
2034 0.0593819 -1.64799e-16
2035 0.056215 -3.4586e-16
2036 0.0530471 -3.67978e-16
2037 0.049878 -1.38127e-16
2038 0.046708 -1.92337e-16
2039 0.043537 -3.12359e-16
2040 0.0403652 -9.56266e-17
2041 0.0371927 -2.54462e-16
2042 0.0340194 -1.1872e-16
2043 0.0308455 -6.10948e-17
2044 0.0276711 -2.6731e-16
2045 0.0244962 -2.42428e-16
2046 0.0213209 -1.39767e-16
2047 0.0181453 -3.69977e-16
2048 0.0149694 -6.66134e-16
2049 0.0117934 -7.80578e-16
2050 0.00861726 -6.22999e-16
2051 0.00544112 -6.39705e-16
2052 0.00226502 -8.80487e-16
2053 -0.000910944 -5.16284e-16
2054 -0.00408671 -8.4687e-16
2055 -0.00726219 -5.99943e-16
2056 -0.0104373 -9.35775e-16
2057 -0.013612 -8.32993e-16
2058 -0.0167862 -6.99636e-16
2059 -0.0199598 -7.12971e-16
2060 -0.0231328 -7.64363e-16
2061 -0.0263051 -9.49327e-16
2062 -0.0294765 -8.25078e-16
2063 -0.0326471 -8.57821e-16
2064 -0.0358167 -9.64289e-16
2065 -0.0389852 -8.71265e-16
2066 -0.0421527 -9.5193e-16
2067 -0.045319 -7.3986e-16
2068 -0.0484841 -8.7777e-16
2069 -0.0516478 -6.01082e-16
2070 -0.0548102 -6.22766e-16
2071 -0.057971 -5.13478e-16
2072 -0.0611303 -7.64146e-16
2073 -0.064288 -7.8236e-16
2074 -0.067444 -7.8236e-16
2075 -0.0705982 -5.82867e-16
2076 -0.0737506 -4.59702e-16
2077 -0.076901 -7.48533e-16
2078 -0.0800495 -6.8695e-16
2079 -0.0831959 -4.75314e-16
2080 -0.0863401 -8.30933e-16
2081 -0.0894821 -9.57567e-16
2082 -0.0926219 -6.73073e-16
2083 -0.0957592 -6.03684e-16
2084 -0.0988942 -9.92262e-16
2085 -0.102027 -5.11743e-16
2086 -0.105156 -6.53991e-16
2087 -0.108284 -4.31946e-16
2088 -0.111408 -6.74807e-16
2089 -0.11453 -6.05418e-16
2090 -0.117648 -4.78784e-16
2091 -0.120764 -6.10623e-16
2092 -0.123877 -5.96745e-16
2093 -0.126987 -6.21031e-16
2094 -0.130093 -4.996e-16
2095 -0.133196 -4.54498e-16
2096 -0.136296 -7.94503e-16
2097 -0.139393 -8.67362e-16
2098 -0.142486 -4.23273e-16
2099 -0.145575 -5.48173e-16
2100 -0.148661 -9.22873e-16
2101 -0.151744 -5.72459e-16
2102 -0.154822 -4.96131e-16
2103 -0.157897 -4.54498e-16
2104 -0.160967 -4.92661e-16
2105 -0.164034 -4.12864e-16
2106 -0.167097 -4.44089e-16
2107 -0.170155 -4.3715e-16
2108 -0.17321 -6.66134e-16
2109 -0.17626 -4.64906e-16
2110 -0.179306 -5.55112e-16
2111 -0.182347 -6.38378e-16
2112 -0.185384 -6.52256e-16
2113 -0.188416 -7.84095e-16
2114 -0.191444 -6.73073e-16
2115 -0.194467 -6.45317e-16
2116 -0.197486 -8.53484e-16
2117 -0.200499 -4.44089e-16
2118 -0.203508 -6.8695e-16
2119 -0.206511 -4.02456e-16
2120 -0.20951 -7.49401e-16
2121 -0.212503 -6.45317e-16
2122 -0.215492 -5.55112e-16
2123 -0.218475 -4.78784e-16
2124 -0.221452 -5.55112e-16
2125 -0.224424 -2.56739e-16
2126 -0.227391 -5.75928e-16
2127 -0.230353 -3.40006e-16
2128 -0.233308 -6.52256e-16
2129 -0.236258 -8.46545e-16
2130 -0.239202 -5.20417e-16
2131 -0.242141 -4.996e-16
2132 -0.245073 -6.45317e-16
2133 -0.248 -3.747e-16
2134 -0.250921 -3.60822e-16
2135 -0.253835 -2.63678e-16
2136 -0.256743 -2.498e-16
2137 -0.259646 -4.57967e-16
2138 -0.262541 -2.498e-16
2139 -0.265431 -2.35922e-16
2140 -0.268314 -2.91434e-16
2141 -0.27119 -2.77556e-16
2142 -0.27406 -3.60822e-16
2143 -0.276924 -1.38778e-16
2144 -0.27978 -4.996e-16
2145 -0.28263 -6.52256e-16
2146 -0.285473 -3.747e-16
2147 -0.28831 -2.91434e-16
2148 -0.291139 -4.16334e-16
2149 -0.293961 -1.94289e-16
2150 -0.296776 -3.33067e-16
2151 -0.299584 -1.94289e-16
2152 -0.302385 -1.52656e-16
2153 -0.305178 -1.66533e-16
2154 -0.307964 -2.08167e-16
2155 -0.310743 -8.32667e-17
2156 -0.313514 -2.22045e-16
2157 -0.316277 -1.66533e-16
2158 -0.319033 -1.80411e-16
2159 -0.321782 -1.94289e-16
2160 -0.324522 -4.02456e-16
2161 -0.327255 -3.747e-16
2162 -0.32998 -2.91434e-16
2163 -0.332697 -3.33067e-16
2164 -0.335405 -7.21645e-16
2165 -0.338106 -3.60822e-16
2166 -0.340799 -3.88578e-16
2167 -0.343484 -2.35922e-16
2168 -0.34616 -2.77556e-16
2169 -0.348828 -4.16334e-17
2170 -0.351487 -4.16334e-17
2171 -0.354139 0
2172 -0.356781 -5.55112e-17
2173 -0.359415 -1.66533e-16
2174 -0.362041 -1.38778e-16
2175 -0.364657 -2.77556e-16
2176 -0.367265 1.38778e-16
2177 -0.369865 -1.94289e-16
2178 -0.372455 1.66533e-16
2179 -0.375036 2.22045e-16
2180 -0.377609 -1.94289e-16
2181 -0.380172 2.498e-16
2182 -0.382727 2.77556e-17
2183 -0.385272 -2.77556e-17
2184 -0.387808 -1.94289e-16
2185 -0.390334 -1.94289e-16
2186 -0.392851 -1.11022e-16
2187 -0.395359 8.32667e-17
2188 -0.397858 -5.55112e-17
2189 -0.400347 -2.77556e-17
2190 -0.402826 -1.38778e-16
2191 -0.405296 1.94289e-16
2192 -0.407756 -8.32667e-17
2193 -0.410206 -1.94289e-16
2194 -0.412646 -1.94289e-16
2195 -0.415077 2.77556e-17
2196 -0.417498 -3.88578e-16
2197 -0.419908 0
2198 -0.422309 -1.11022e-16
2199 -0.4247 5.55112e-17
2200 -0.42708 -1.11022e-16
2201 -0.42945 -8.32667e-17
2202 -0.43181 -1.38778e-16
2203 -0.43416 1.38778e-16
2204 -0.436499 0
2205 -0.438828 -2.498e-16
2206 -0.441147 -1.66533e-16
2207 -0.443455 -1.11022e-16
2208 -0.445752 -6.10623e-16
2209 -0.448039 -6.38378e-16
2210 -0.450315 -4.996e-16
2211 -0.45258 -4.71845e-16
2212 -0.454835 -6.66134e-16
2213 -0.457078 -3.33067e-16
2214 -0.459311 -4.71845e-16
2215 -0.461533 -2.77556e-16
2216 -0.463744 -4.44089e-16
2217 -0.465944 -2.77556e-16
2218 -0.468133 -3.05311e-16
2219 -0.470311 -3.33067e-16
2220 -0.472477 -3.88578e-16
2221 -0.474632 -3.88578e-16
2222 -0.476776 -3.60822e-16
2223 -0.478909 -1.38778e-16
2224 -0.48103 -3.05311e-16
2225 -0.48314 -4.71845e-16
2226 -0.485238 -2.77556e-16
2227 -0.487325 -2.77556e-16
2228 -0.4894 -4.996e-16
2229 -0.491464 -1.66533e-16
2230 -0.493516 -1.94289e-16
2231 -0.495556 -1.11022e-16
2232 -0.497584 -1.94289e-16
2233 -0.499601 -1.38778e-16
2234 -0.501606 -8.32667e-17
2235 -0.503598 -8.32667e-17
2236 -0.505579 -1.66533e-16
2237 -0.507548 -1.94289e-16
2238 -0.509505 -1.11022e-16
2239 -0.51145 -2.22045e-16
2240 -0.513383 -4.44089e-16
2241 -0.515303 -3.88578e-16
2242 -0.517211 -2.77556e-16
2243 -0.519108 -2.77556e-16
2244 -0.520991 -3.88578e-16
2245 -0.522863 -1.66533e-16
2246 -0.524722 -4.44089e-16
2247 -0.526568 -3.33067e-16
2248 -0.528402 -5.55112e-16
2249 -0.530224 -3.33067e-16
2250 -0.532033 -3.33067e-16
2251 -0.533829 0
2252 -0.535613 -1.11022e-16
2253 -0.537385 1.11022e-16
2254 -0.539143 -1.66533e-16
2255 -0.540889 2.22045e-16
2256 -0.542622 -4.996e-16
2257 -0.544342 -2.77556e-16
2258 -0.546049 -2.22045e-16
2259 -0.547743 -2.22045e-16
2260 -0.549425 -4.996e-16
2261 -0.551093 -2.77556e-16
2262 -0.552748 -4.44089e-16
2263 -0.554391 -3.33067e-16
2264 -0.55602 -3.33067e-16
2265 -0.557636 -4.996e-16
2266 -0.559239 -4.44089e-16
2267 -0.560829 -2.22045e-16
2268 -0.562405 -3.33067e-16
2269 -0.563969 -2.77556e-16
2270 -0.565519 -3.88578e-16
2271 -0.567055 -3.88578e-16
2272 -0.568579 -7.21645e-16
2273 -0.570088 -7.77156e-16
2274 -0.571585 -6.66134e-16
2275 -0.573068 -8.32667e-16
2276 -0.574537 -7.77156e-16
2277 -0.575993 -4.44089e-16
2278 -0.577436 -7.21645e-16
2279 -0.578864 -4.996e-16
2280 -0.58028 -5.55112e-16
2281 -0.581681 -3.88578e-16
2282 -0.583069 -8.32667e-16
2283 -0.584443 -2.77556e-16
2284 -0.585803 -6.66134e-16
2285 -0.58715 -4.996e-16
2286 -0.588483 -4.996e-16
2287 -0.589802 -4.44089e-16
2288 -0.591107 -7.21645e-16
2289 -0.592398 -6.66134e-16
2290 -0.593675 -4.996e-16
2291 -0.594938 -4.996e-16
2292 -0.596188 -7.21645e-16
2293 -0.597423 -3.88578e-16
2294 -0.598644 -4.44089e-16
2295 -0.599852 -6.10623e-16
2296 -0.601045 -4.996e-16
2297 -0.602224 -3.88578e-16
2298 -0.603389 -4.996e-16
2299 -0.60454 -4.996e-16
2300 -0.605677 -5.55112e-16
2301 -0.606799 -4.44089e-16
2302 -0.607907 -6.66134e-16
2303 -0.609001 -7.21645e-16
2304 -0.610081 -1.11022e-15
2305 -0.611146 -1.05471e-15
2306 -0.612198 -1.11022e-15
2307 -0.613234 -1.27676e-15
2308 -0.614257 -1.38778e-15
2309 -0.615265 -1.22125e-15
2310 -0.616259 -1.27676e-15
2311 -0.617238 -1.22125e-15
2312 -0.618203 -1.33227e-15
2313 -0.619153 -1.33227e-15
2314 -0.620089 -1.44329e-15
2315 -0.621011 -1.22125e-15
2316 -0.621917 -1.33227e-15
2317 -0.62281 -1.27676e-15
2318 -0.623688 -1.27676e-15
2319 -0.624551 -1.38778e-15
2320 -0.6254 -1.33227e-15
2321 -0.626234 -1.44329e-15
2322 -0.627053 -1.55431e-15
2323 -0.627858 -1.27676e-15
2324 -0.628649 -1.4988e-15
2325 -0.629424 -1.60982e-15
2326 -0.630185 -1.44329e-15
2327 -0.630932 -1.44329e-15
2328 -0.631663 -1.66533e-15
2329 -0.63238 -1.44329e-15
2330 -0.633082 -1.60982e-15
2331 -0.63377 -1.27676e-15
2332 -0.634442 -1.33227e-15
2333 -0.6351 -1.22125e-15
2334 -0.635743 -1.33227e-15
2335 -0.636372 -1.22125e-15
2336 -0.636985 -1.77636e-15
2337 -0.637584 -1.66533e-15
2338 -0.638168 -1.60982e-15
2339 -0.638737 -1.77636e-15
2340 -0.639291 -1.94289e-15
2341 -0.639831 -1.60982e-15
2342 -0.640356 -1.72085e-15
2343 -0.640865 -1.44329e-15
2344 -0.64136 -1.60982e-15
2345 -0.64184 -1.66533e-15
2346 -0.642306 -1.60982e-15
2347 -0.642756 -1.55431e-15
2348 -0.643191 -1.88738e-15
2349 -0.643612 -1.9984e-15
2350 -0.644017 -1.55431e-15
2351 -0.644408 -1.60982e-15
2352 -0.644784 -1.9984e-15
2353 -0.645145 -1.72085e-15
2354 -0.645491 -1.55431e-15
2355 -0.645822 -1.55431e-15
2356 -0.646138 -1.94289e-15
2357 -0.646439 -1.72085e-15
2358 -0.646726 -1.66533e-15
2359 -0.646997 -1.4988e-15
2360 -0.647253 -1.60982e-15
2361 -0.647495 -1.33227e-15
2362 -0.647721 -1.60982e-15
2363 -0.647933 -1.44329e-15
2364 -0.64813 -1.66533e-15
2365 -0.648312 -1.55431e-15
2366 -0.648478 -1.77636e-15
2367 -0.64863 -1.77636e-15
2368 -0.648767 -1.94289e-15
2369 -0.648889 -1.72085e-15
2370 -0.648997 -1.88738e-15
2371 -0.649089 -1.83187e-15
2372 -0.649166 -1.88738e-15
2373 -0.649228 -1.77636e-15
2374 -0.649276 -1.83187e-15
2375 -0.649309 -1.66533e-15
2376 -0.649326 -1.88738e-15
2377 -0.649329 -1.77636e-15
2378 -0.649317 -1.77636e-15
2379 -0.64929 -1.4988e-15
2380 -0.649248 -1.72085e-15
2381 -0.649191 -1.66533e-15
2382 -0.64912 -1.77636e-15
2383 -0.649033 -1.66533e-15
2384 -0.648932 -1.83187e-15
2385 -0.648816 -1.66533e-15
2386 -0.648685 -1.94289e-15
2387 -0.648539 -1.77636e-15
2388 -0.648379 -1.94289e-15
2389 -0.648203 -1.60982e-15
2390 -0.648013 -1.77636e-15
2391 -0.647808 -1.44329e-15
2392 -0.647588 -1.44329e-15
2393 -0.647354 -1.27676e-15
2394 -0.647105 -1.38778e-15
2395 -0.646841 -1.4988e-15
2396 -0.646562 -1.33227e-15
2397 -0.646269 -1.22125e-15
2398 -0.64596 -1.38778e-15
2399 -0.645638 -1.16573e-15
2400 -0.6453 -1.4988e-15
2401 -0.644948 -1.38778e-15
2402 -0.644581 -1.27676e-15
2403 -0.6442 -1.33227e-15
2404 -0.643804 -1.27676e-15
2405 -0.643393 -1.11022e-15
2406 -0.642968 -1.16573e-15
2407 -0.642529 -9.4369e-16
2408 -0.642074 -1.16573e-15
2409 -0.641606 -1.44329e-15
2410 -0.641122 -1.72085e-15
2411 -0.640625 -1.44329e-15
2412 -0.640112 -1.60982e-15
2413 -0.639586 -1.38778e-15
2414 -0.639045 -1.38778e-15
2415 -0.638489 -1.4988e-15
2416 -0.637919 -1.66533e-15
2417 -0.637335 -1.4988e-15
2418 -0.636736 -1.4988e-15
2419 -0.636123 -1.55431e-15
2420 -0.635496 -1.66533e-15
2421 -0.634855 -1.55431e-15
2422 -0.634199 -1.55431e-15
2423 -0.633529 -1.38778e-15
2424 -0.632844 -1.4988e-15
2425 -0.632146 -1.27676e-15
2426 -0.631433 -1.27676e-15
2427 -0.630707 -1.22125e-15
2428 -0.629966 -1.55431e-15
2429 -0.629211 -1.38778e-15
2430 -0.628442 -1.55431e-15
2431 -0.627659 -1.4988e-15
2432 -0.626862 -1.38778e-15
2433 -0.626051 -1.11022e-15
2434 -0.625226 -1.38778e-15
2435 -0.624387 -1.4988e-15
2436 -0.623534 -1.38778e-15
2437 -0.622667 -1.16573e-15
2438 -0.621786 -1.38778e-15
2439 -0.620892 -1.60982e-15
2440 -0.619984 -1.77636e-15
2441 -0.619062 -1.55431e-15
2442 -0.618126 -1.72085e-15
2443 -0.617177 -1.27676e-15
2444 -0.616214 -1.33227e-15
2445 -0.615237 -1.22125e-15
2446 -0.614247 -1.16573e-15
2447 -0.613243 -1.33227e-15
2448 -0.612225 -1.22125e-15
2449 -0.611195 -1.05471e-15
2450 -0.61015 -1.27676e-15
2451 -0.609092 -8.88178e-16
2452 -0.608021 -1.22125e-15
2453 -0.606936 -1.11022e-15
2454 -0.605838 -1.33227e-15
2455 -0.604727 -9.99201e-16
2456 -0.603602 -9.99201e-16
2457 -0.602465 -1.33227e-15
2458 -0.601314 -1.33227e-15
2459 -0.60015 -1.33227e-15
2460 -0.598972 -1.22125e-15
2461 -0.597782 -1.27676e-15
2462 -0.596578 -8.88178e-16
2463 -0.595362 -1.16573e-15
2464 -0.594133 -1.44329e-15
2465 -0.59289 -1.33227e-15
2466 -0.591635 -1.38778e-15
2467 -0.590367 -1.55431e-15
2468 -0.589086 -1.4988e-15
2469 -0.587792 -1.55431e-15
2470 -0.586486 -1.66533e-15
2471 -0.585166 -1.27676e-15
2472 -0.583835 -1.44329e-15
2473 -0.58249 -1.19349e-15
2474 -0.581133 -1.02696e-15
2475 -0.579763 -1.05471e-15
2476 -0.578381 -1.13798e-15
2477 -0.576987 -1.02696e-15
2478 -0.57558 -1.13798e-15
2479 -0.574161 -1.19349e-15
2480 -0.572729 -1.16573e-15
2481 -0.571285 -8.32667e-16
2482 -0.569829 -1.08247e-15
2483 -0.568361 -8.04912e-16
2484 -0.56688 -9.15934e-16
2485 -0.565388 -7.21645e-16
2486 -0.563883 -6.38378e-16
2487 -0.562366 -6.10623e-16
2488 -0.560838 -6.10623e-16
2489 -0.559297 -6.10623e-16
2490 -0.557745 -8.04912e-16
2491 -0.556181 -6.38378e-16
2492 -0.554605 -6.38378e-16
2493 -0.553017 -4.44089e-16
2494 -0.551418 -4.996e-16
2495 -0.549807 -7.77156e-16
2496 -0.548184 -7.21645e-16
2497 -0.54655 -7.77156e-16
2498 -0.544904 -9.71445e-16
2499 -0.543247 -8.88178e-16
2500 -0.541579 -9.71445e-16
2501 -0.539899 -8.04912e-16
2502 -0.538208 -9.15934e-16
2503 -0.536506 -8.88178e-16
2504 -0.534793 -9.99201e-16
2505 -0.533068 -8.88178e-16
2506 -0.531333 -9.71445e-16
2507 -0.529586 -7.21645e-16
2508 -0.527828 -9.71445e-16
2509 -0.52606 -8.60423e-16
2510 -0.524281 -1.08247e-15
2511 -0.52249 -1.19349e-15
2512 -0.52069 -1.33227e-15
2513 -0.518878 -9.15934e-16
2514 -0.517056 -1.02696e-15
2515 -0.515223 -1.16573e-15
2516 -0.513379 -1.16573e-15
2517 -0.511526 -9.99201e-16
2518 -0.509661 -1.05471e-15
2519 -0.507787 -8.74301e-16
2520 -0.505902 -6.93889e-16
2521 -0.504007 -6.245e-16
2522 -0.502101 -6.80012e-16
2523 -0.500186 -4.30211e-16
2524 -0.49826 -5.82867e-16
2525 -0.496324 -4.57967e-16
2526 -0.494379 -5.27356e-16
2527 -0.492423 -6.66134e-16
2528 -0.490458 -1.02696e-15
2529 -0.488483 -8.04912e-16
2530 -0.486498 -9.15934e-16
2531 -0.484503 -9.99201e-16
