n       Approx Integral Exact Integral  Error
2       0.236142        0.191983        0.0441592
3       0.241918        0.191983        0.0499345
4       0.148112        0.191983        0.0438714
5       0.212304        0.191983        0.0203209
6       0.18458 0.191983        0.00740342
7       0.194241        0.191983        0.00225751
8       0.191387        0.191983        0.000596327
9       0.192122        0.191983        0.000139153
10      0.191954        0.191983        2.90909e-05
11      0.191989        0.191983        5.50834e-06
12      0.191982        0.191983        9.53129e-07
13      0.191983        0.191983        1.51814e-07
14      0.191983        0.191983        2.24095e-08
15      0.191983        0.191983        3.07811e-09
