x1	x2	x3	xm	F[x1,x2]	F[x1,x2,x3]
-0.9	-0.89	-0.88	-1.03579	-0.116935	-0.415295
-0.9	-1.03579	-0.88	-1.00316	-0.037735	-0.535048
-0.9	-1.03579	-1.00316	-0.997188	-0.037735	-0.644038
-0.997188	-1.03579	-1.00316	-1	0.0243023	-0.737138
-0.997188	-1	-1.00316	-0.999994	-0.0019585	-0.700353
-0.997188	-1	-0.999994	-1	-0.0019585	-0.69719
-1	-1	-0.999994	-1	1.80269e-06	-0.700004
-1	-1	-0.999994	-1	0	-0.699164
-1	-1	-1	-nan	0	-0
-nan	-1	-1	-nan	-nan	-nan
