0	0.25	0.41732
1	-2.77556e-17	0.16732
2	-0.166667	0.000653133
3	-0.277778	0.110458
4	-0.203704	0.0363839
5	-0.154321	0.0129988
6	-0.187243	0.019923
7	-0.165295	0.00202488
8	-0.179927	0.012607
9	-0.170172	0.00285243
10	-0.163669	0.00365064
11	-0.168005	0.000684739
12	-0.165114	0.00220552
13	-0.167041	0.00027868
14	-0.168326	0.00100588
15	-0.167469	0.000149506
16	-0.166898	0.000421408
17	-0.167279	4.07987e-05
18	-0.167533	0.000212941
19	-0.167364	4.37813e-05
20	-0.167251	6.8992e-05
21	-0.167326	6.1902e-06
22	-0.167276	4.39312e-05
23	-0.167309	1.0517e-05
24	-0.167332	1.17592e-05
25	-0.167317	3.09155e-06
26	-0.167327	6.80898e-06
27	-0.16732	2.08625e-07
28	-0.167316	4.19161e-06
29	-0.167319	1.25812e-06
30	-0.16732	6.97541e-07
31	-0.167319	6.06233e-07
32	-0.16732	2.62949e-07
33	-0.167319	3.16506e-07
