i Re Im
884 -2.25869 -5.27356e-16
885 -2.27074 -4.16334e-16
886 -2.28243 -3.60822e-16
887 -2.29377 -5.55112e-17
888 -2.30473 -8.32667e-17
889 -2.31533 6.93889e-17
890 -2.32555 -1.249e-16
891 -2.33539 -2.77556e-17
892 -2.34484 -1.31839e-16
893 -2.3539 2.91434e-16
894 -2.36257 -1.249e-16
895 -2.37084 3.40006e-16
896 -2.37871 4.10947e-17
897 -2.38617 2.75821e-16
898 -2.39323 1.49186e-16
899 -2.39987 4.30211e-16
900 -2.40609 5.55112e-17
901 -2.41189 1.59595e-16
902 -2.41727 2.08167e-16
903 -2.42221 4.30211e-16
904 -2.42673 4.44089e-16
905 -2.43081 3.88578e-16
906 -2.43446 3.46945e-16
907 -2.43767 3.88578e-16
908 -2.44043 3.05311e-16
909 -2.44275 4.996e-16
910 -2.44462 2.498e-16
911 -2.44604 6.93889e-16
912 -2.447 5.82867e-16
913 -2.44751 7.21645e-16
914 -2.44757 5.82867e-16
915 -2.44716 6.93889e-16
916 -2.4463 4.71845e-16
917 -2.44497 3.33067e-16
918 -2.44318 3.88578e-16
919 -2.44092 2.498e-16
920 -2.4382 3.88578e-16
921 -2.435 7.77156e-16
922 -2.43134 3.88578e-16
923 -2.42721 5.55112e-16
924 -2.42261 3.33067e-16
925 -2.41753 5.55112e-16
926 -2.41199 2.22045e-16
927 -2.40597 1.11022e-16
928 -2.39947 -5.55112e-17
929 -2.39251 5.55112e-17
930 -2.38507 2.22045e-16
931 -2.37716 3.88578e-16
932 -2.36877 1.66533e-16
933 -2.35991 -1.11022e-16
934 -2.35058 -4.44089e-16
935 -2.34078 3.33067e-16
936 -2.33051 4.996e-16
937 -2.31977 7.77156e-16
938 -2.30855 6.10623e-16
939 -2.29687 8.32667e-16
940 -2.28473 7.77156e-16
941 -2.27212 8.32667e-16
942 -2.25904 7.21645e-16
943 -2.2455 8.32667e-16
944 -2.2315 9.4369e-16
945 -2.21704 1.16573e-15
946 -2.20213 8.88178e-16
947 -2.18676 8.32667e-16
948 -2.17094 6.66134e-16
949 -2.15467 7.77156e-16
950 -2.13795 7.77156e-16
951 -2.12079 8.88178e-16
952 -2.10319 4.996e-16
953 -2.08514 1.16573e-15
954 -2.06666 7.77156e-16
955 -2.04775 9.99201e-16
956 -2.02841 8.88178e-16
957 -2.00864 1.05471e-15
958 -1.98845 8.88178e-16
959 -1.96784 1.22125e-15
960 -1.94681 8.32667e-16
961 -1.92537 1.16573e-15
962 -1.90353 7.77156e-16
963 -1.88128 1.11022e-15
964 -1.85863 1.11022e-15
965 -1.83558 9.4369e-16
966 -1.81215 7.77156e-16
967 -1.78833 1.11022e-15
968 -1.76413 1.11022e-15
969 -1.73955 1.44329e-15
970 -1.7146 1.16573e-15
971 -1.68928 8.88178e-16
972 -1.6636 1.11022e-15
973 -1.63756 9.4369e-16
974 -1.61117 9.4369e-16
975 -1.58444 1.08247e-15
976 -1.55736 1.27676e-15
977 -1.52995 1.22125e-15
978 -1.50221 1.19349e-15
979 -1.47415 1.22125e-15
980 -1.44577 9.99201e-16
981 -1.41707 6.38378e-16
982 -1.38807 6.38378e-16
983 -1.35877 7.49401e-16
984 -1.32918 7.21645e-16
985 -1.2993 9.4369e-16
986 -1.26914 7.49401e-16
987 -1.2387 8.32667e-16
988 -1.208 6.93889e-16
989 -1.17703 6.10623e-16
990 -1.14581 6.38378e-16
991 -1.11434 8.88178e-16
992 -1.08263 1.05471e-15
993 -1.05068 1.09635e-15
994 -1.01851 9.85323e-16
995 -0.986119 9.15934e-16
996 -0.953512 8.46545e-16
997 -0.920699 6.10623e-16
998 -0.887687 4.996e-16
999 -0.854483 7.49401e-16
1000 -0.821094 4.996e-16
1001 -0.787528 6.66134e-16
1002 -0.753793 4.71845e-16
1003 -0.719894 2.15106e-16
1004 -0.685841 4.16334e-16
1005 -0.651641 2.42861e-16
1006 -0.617301 3.40006e-16
1007 -0.582828 2.35922e-16
1008 -0.548232 5.89806e-16
1009 -0.513518 5.93275e-16
1010 -0.478695 6.73073e-16
1011 -0.443771 3.33067e-16
1012 -0.408754 4.68375e-16
1013 -0.37365 2.63678e-16
1014 -0.338469 1.47451e-16
1015 -0.303218 6.41848e-17
1016 -0.267905 -1.38778e-16
1017 -0.232537 2.09902e-16
1018 -0.197123 -1.13624e-16
1019 -0.161671 -1.02349e-16
1020 -0.126189 -1.77809e-17
1021 -0.0906834 -1.35959e-16
1022 -0.0551637 -3.29055e-17
1023 -0.0196373 1.6366e-16

