iteracja	x	epsilon
1149	2.198128	0.001344
1150	2.197921	0.000249
1151	2.198179	0.001413
1152	2.196754	0.000051
1153	2.197343	0.001167
1154	2.198259	0.000836
1155	2.197598	0.001504
1156	2.198559	0.000256
1157	2.199095	0.000300
1158	2.196251	0.001496
1159	2.198339	0.002308
1160	2.201049	0.000756
1161	2.198459	0.004799
1162	2.198291	0.000120
1163	2.198385	0.002759
1164	2.198109	0.000074
1165	2.198089	0.000182
1166	2.197980	0.000296
1167	2.197785	0.000129
1168	2.197211	0.000304
1169	2.198203	0.000769
1170	2.197883	0.000418
1171	2.198363	0.000673
1172	2.197126	0.000160
1173	2.197618	0.000758
1174	2.198726	0.000746
1175	2.197776	0.001600
1176	2.197044	0.000158
1177	2.197573	0.001682
1178	2.197863	0.000203
1179	2.197743	0.000819
1180	2.197989	0.000170
1181	2.198043	0.000126
1182	2.198184	0.000300
1183	2.196370	0.000195
1184	2.197806	0.001673
1185	2.198244	0.000378
1186	2.197856	0.001874
1187	2.196041	0.000050
1188	2.197129	0.002203
1189	2.197891	0.000727
1190	2.197417	0.001850
1191	2.197956	0.000289
1192	2.197984	0.000066
1193	2.198043	0.000566
1194	2.198857	0.000087
1195	2.196009	0.000873
1196	2.197983	0.002034
1197	2.199563	0.000874
1198	2.198010	0.003553
1199	2.197950	0.000026
1200	2.197977	0.001613
1201	2.199287	0.000033
1202	2.198690	0.001337
1203	2.197935	0.000714
1204	2.198424	0.001352
1205	2.197845	0.000266
1206	2.197779	0.000090
1207	2.197564	0.000645
1208	2.198048	0.000281
1209	2.197933	0.000269
1210	2.198188	0.000369
1211	2.200869	0.000141
1212	2.197466	0.002936
1213	2.198160	0.000722
1214	2.197324	0.002709
1215	2.198369	0.000142
1216	2.198311	0.000209
1217	2.198986	0.000987
1218	2.198093	0.000617
1219	2.198197	0.000219
1220	2.198037	0.000789
1221	2.197883	0.000056
1222	2.197808	0.000314
1223	2.198703	0.000229
1224	2.198096	0.000820
1225	2.197634	0.000288
1226	2.198020	0.001069
1227	2.198324	0.000077
1228	2.198172	0.000690
1229	2.197867	0.000152
1230	2.198007	0.000457
1231	2.196090	0.000164
1232	2.198425	0.001777
1233	2.198035	0.000417
1234	2.198583	0.001945
1235	2.197919	0.000158
1236	2.197949	0.000116
1237	2.197803	0.000634
1238	2.198366	0.000116
1239	2.198170	0.000417
1240	2.197268	0.000367
1241	2.198019	0.001098
1242	2.198315	0.000151
1243	2.198093	0.001048
1244	2.197863	0.000074
1245	2.197945	0.000453
1246	2.199469	0.000149
1247	2.198231	0.001607
1248	2.197906	0.000286
1249	2.198169	0.001564
1250	2.197460	0.000062
1251	2.197095	0.000446
1252	2.198388	0.001075
1253	2.197699	0.000928
1254	2.198783	0.000604
1255	2.196064	0.000395
1256	2.197403	0.001635
1257	2.199369	0.001380
1258	2.197566	0.003305
1259	2.196881	0.000162
1260	2.197311	0.002488
1261	2.197721	0.000255
1262	2.197603	0.000840
1263	2.197856	0.000293
1264	2.197914	0.000134
1265	2.197991	0.000311
1266	2.198173	0.000135
1267	2.198540	0.000259
1268	2.197672	0.000549
1269	2.198058	0.000501
1270	2.196923	0.000482
1271	2.198264	0.000749
1272	2.198113	0.000206
1273	2.198414	0.001190
1274	2.197941	0.000151
1275	2.197990	0.000172
1276	2.197784	0.000425
1277	2.198744	0.000156
1278	2.198222	0.000754
1279	2.197599	0.000437
1280	2.198117	0.001145
1281	2.198788	0.000105
1282	2.198350	0.001190
1283	2.198045	0.000232
1284	2.198197	0.000744
1285	2.197908	0.000153
1286	2.197821	0.000137
1287	2.197330	0.000376
1288	2.198132	0.000578
1289	2.197920	0.000311
1290	2.198261	0.000591
1291	2.196798	0.000129
1292	2.197599	0.001122
1293	2.198390	0.000662
1294	2.197732	0.001592
1295	2.216745	0.000134
1296	2.196721	0.018356
1297	2.197726	0.001011
1298	2.196633	0.019019
1299	2.197808	0.000088
1300	2.197804	0.000082
1301	2.197866	0.001171
1302	2.198038	0.000057
1303	2.198078	0.000234
1304	2.198595	0.000213
1305	2.197578	0.000557
1306	2.197992	0.000501
1307	2.196256	0.000602
1308	2.198114	0.001322
1309	2.198022	0.000122
1310	2.198154	0.001766
1311	2.197635	0.000040
1312	2.197724	0.000387
1313	2.198516	0.000430
1314	2.197925	0.000880
1315	2.197191	0.000201
1316	2.197794	0.001325
1317	2.197990	0.000131
1318	2.197887	0.000800
1319	2.198232	0.000094
1320	2.198416	0.000242
1321	2.197344	0.000529
1322	2.198069	0.000888
1323	2.199363	0.000347
1324	2.198166	0.002020
1325	2.198029	0.000097
1326	2.198114	0.001334
1327	2.197758	0.000052
1328	2.197661	0.000271
1329	2.198627	0.000454
1330	2.197949	0.000868
1331	2.197082	0.000288
1332	2.197854	0.001545
1333	2.198006	0.000095
1334	2.197923	0.000924
1335	2.198378	0.000069
1336	2.198740	0.000372
1337	2.197731	0.000817
1338	2.198204	0.000647
1339	2.197468	0.000536
1340	2.199649	0.000263
1341	2.198490	0.001445
1342	2.197172	0.001022
1343	2.198355	0.002477
1344	2.199365	0.000136
1345	2.198732	0.002193
1346	2.198252	0.000378
1347	2.198453	0.001113
1348	2.198135	0.000279
1349	2.198088	0.000117
1350	2.198015	0.000365
1351	2.197820	0.000119
1352	2.197511	0.000268
1353	2.198334	0.000505
1354	2.197946	0.000514
1355	2.199391	0.000436
1356	2.197750	0.001058
1357	2.197906	0.000196
1358	2.197651	0.001486
1359	2.198083	0.000099
1360	2.198043	0.000178
1361	2.198306	0.000393
1362	2.197618	0.000223
1363	2.197889	0.000426
1364	2.200230	0.000417
1365	2.198020	0.002612
1366	2.197859	0.000131
1367	2.197997	0.002371
1368	2.198455	0.000023
1369	2.198359	0.000596
1370	2.197882	0.000362
1371	2.198137	0.000573
1372	2.197608	0.000222
1373	2.194366	0.000274
1374	2.198416	0.003771
1375	2.197660	0.000808
1376	2.198487	0.003294
1377	2.195457	0.000071
1378	2.196524	0.002202
1379	2.198630	0.001963
1380	2.197083	0.003172
1381	2.199166	0.000560
1382	2.200214	0.000536
1383	2.193596	0.003131
1384	2.198751	0.005570
1385	2.202577	0.001463
1386	2.198924	0.008982
1387	2.198638	0.000173
1388	2.198763	0.003940
1389	2.198345	0.000162
1390	2.198311	0.000293
1391	2.198191	0.000452
1392	2.198084	0.000154
1393	2.198015	0.000227
1394	2.197869	0.000176
1395	2.197486	0.000215
1396	2.198466	0.000528
1397	2.197977	0.000597
1398	2.204340	0.000491
1399	2.197859	0.005874
1400	2.197969	0.000118
1401	2.197847	0.006371
1402	2.198277	0.000011
1403	2.198258	0.000308
1404	2.197242	0.000411
1405	2.198036	0.001035
1406	2.198497	0.000222
1407	2.198111	0.001255
1408	2.197937	0.000074
1409	2.198005	0.000560
1410	2.196753	0.000106
1411	2.198899	0.001184
1412	2.198047	0.000894
1413	2.201425	0.001295
1414	2.197990	0.002526
1415	2.198032	0.000057
1416	2.197975	0.003393
1417	2.195634	0.000015
1418	2.190570	0.002398
1419	2.197997	0.007405
1420	2.196227	0.002364
1421	2.198005	0.005657
1422	2.198027	0.000007
1423	2.198034	0.001800
1424	2.196366	0.000030
1425	2.197168	0.001661
1426	2.198068	0.000866
1427	2.197472	0.001702
1428	2.198143	0.000303
1429	2.198192	0.000075
1430	2.198331	0.000720
1431	2.197926	0.000189
1432	2.198022	0.000266
1433	2.197703	0.000309
1434	2.199039	0.000223
1435	2.198214	0.001017
1436	2.197515	0.000511
1437	2.198136	0.001524
1438	2.198576	0.000078
1439	2.198339	0.001061
1440	2.198037	0.000203
1441	2.198157	0.000539
1442	2.197895	0.000182
1443	2.197761	0.000142
1444	2.196682	0.000395
1445	2.198079	0.001214
1446	2.197832	0.000318
1447	2.198126	0.001150
1448	2.198735	0.000047
1449	2.199767	0.000904
1450	2.198048	0.001641
1451	2.198500	0.000688
1452	2.198018	0.001267
1453	2.197949	0.000030
1454	2.197917	0.000551
1455	2.199594	0.000101
1456	2.198357	0.001645
1457	2.197878	0.000440
1458	2.198265	0.001715
1459	2.197594	0.000091
1460	2.197413	0.000284
1461	2.199141	0.000852
1462	2.197813	0.001547
1463	2.196705	0.000400
1464	2.197722	0.002436
1465	2.197872	0.000091
1466	2.197805	0.001167
1467	2.198041	0.000083
1468	2.198084	0.000169
1469	2.198391	0.000279
1470	2.197612	0.000350
1471	2.197960	0.000472
1472	2.149199	0.000431
1473	2.198086	0.048413
1474	2.197961	0.000126
1475	2.198087	0.048762
1476	2.196826	0.000002
1477	2.196863	0.001135
1478	2.198143	0.001224
1479	2.197447	0.001316
1480	2.198216	0.000584
1481	2.198320	0.000073
1482	2.198511	0.000873
1483	2.198032	0.000294
1484	2.198134	0.000288
1485	2.197934	0.000376
1486	2.197713	0.000098
1487	2.197114	0.000421
1488	2.198095	0.000821
1489	2.197828	0.000382
1490	2.198172	0.000714
1491	2.198884	0.000077
1492	1.685274	0.001056
1493	2.198095	0.512898
1494	2.198860	0.000789
1495	2.198093	0.513586
1496	2.198031	0.000002
1497	2.198030	0.000829
1498	2.197605	0.000064
1499	2.197161	0.000426
1500	2.198175	0.000869
1501	2.197774	0.000570
1502	2.198300	0.000613
1503	2.199816	0.000125
1504	2.196400	0.002042
1505	2.198234	0.001900
1506	2.185161	0.001582
1507	2.198313	0.011239
1508	2.198243	0.000079
1509	2.198325	0.013082
1510	2.198043	0.000013
1511	2.198048	0.000200
1512	2.197897	0.000278
1513	2.197447	0.000146
1514	2.199023	0.000600
1515	2.197993	0.001127
1516	2.196695	0.000546
1517	2.197942	0.002329
1518	2.198033	0.000051
1519	2.197983	0.001338
1520	2.200098	0.000041
1521	2.194538	0.002065
1522	2.197958	0.003445
1523	2.203507	0.002140
1524	2.197973	0.008969
1525	2.197948	0.000016
1526	2.197964	0.005559
1527	2.198645	0.000009
1528	2.198570	0.000697
1529	2.197876	0.000606
1530	2.198260	0.000768
1531	2.197726	0.000310
1532	2.197384	0.000150
1533	2.207179	0.000876
1534	2.197869	0.009453
1535	2.197336	0.000485
1536	2.197862	0.009843
1537	2.197957	0.000007
1538	2.197951	0.000621
1539	2.198254	0.000089
1540	2.198541	0.000298
1541	2.197686	0.000590
1542	2.198108	0.000569
1543	2.197023	0.000433
1544	2.198417	0.000663
1545	2.198181	0.000309
1546	2.198824	0.001158
1547	2.198040	0.000407
1548	2.198097	0.000142
1549	2.197978	0.000727
1550	2.197648	0.000062
1551	2.197276	0.000450
1552	2.198118	0.000702
1553	2.197812	0.000471
1554	2.198228	0.000536
1555	2.199068	0.000110
1556	2.195626	0.001256
1557	2.198148	0.002601
1558	2.200001	0.000920
1559	2.198182	0.004375
1560	2.198114	0.000034
1561	2.198143	0.001887
1562	2.197894	0.000039
1563	2.197861	0.000220
1564	2.196187	0.000282
1565	2.198153	0.001707
1566	2.197898	0.000292
1567	2.198198	0.001711
1568	2.196658	0.000046
1569	2.197248	0.001240
1570	2.198279	0.000950
1571	2.197544	0.001621
1572	2.198556	0.000296
1573	2.199019	0.000277
1574	2.194987	0.001475
1575	2.198327	0.003568
1576	2.199579	0.000692
1577	2.198388	0.004592
1578	2.198244	0.000060
1579	2.198285	0.001335
1580	2.198068	0.000102
1581	2.198033	0.000177
1582	2.197907	0.000252
1583	2.197508	0.000160
1584	2.198934	0.000526
1585	2.198011	0.001026
1586	2.196846	0.000504
1587	2.197956	0.002088
1588	2.198057	0.000055
1589	2.198002	0.001212
1590	2.193969	0.000045
1591	2.197117	0.004088
1592	2.198015	0.000885
1593	2.197289	0.004046
1594	2.198075	0.000172
1595	2.198090	0.000061
1596	2.198167	0.000801
1597	2.197727	0.000091
1598	2.197856	0.000364
1599	2.198917	0.000311
1600	2.198031	0.001190
1601	2.197762	0.000175
1602	2.197975	0.001155
1603	2.198287	0.000056
1604	2.198176	0.000525
1605	2.197774	0.000201
1606	2.197996	0.000513
1607	2.199819	0.000179
1608	2.198224	0.002045
1609	2.197968	0.000227
1610	2.198174	0.001851
1611	2.197691	0.000050
1612	2.197594	0.000277
1613	2.198785	0.000580
1614	2.197898	0.001094
1615	2.197026	0.000304
1616	2.197806	0.001759
1617	2.197956	0.000091
1618	2.197884	0.000930
1619	2.198184	0.000077
1620	2.198293	0.000228
1621	2.196912	0.000410
1622	2.198004	0.001272
1623	2.198469	0.000289
1624	2.198053	0.001556
1625	2.197894	0.000048
1626	2.197947	0.000575
1627	2.199083	0.000105
1628	2.198294	0.001189
1629	2.197894	0.000347
1630	2.198194	0.001188
1631	2.197560	0.000100
1632	2.197181	0.000335
1633	2.198560	0.001013
1634	2.197756	0.001000
1635	2.199989	0.000575
1636	2.197403	0.001429
1637	2.197692	0.000353
1638	2.197114	0.002296
1639	2.197855	0.000289
1640	2.197816	0.000163
1641	2.197926	0.000702
1642	2.198077	0.000071
1643	2.198150	0.000262
1644	2.182365	0.000223
1645	2.197822	0.015712
1646	2.198155	0.000328
1647	2.197827	0.015789
1648	2.201398	0.000006
1649	2.202447	0.003243
1650	2.197802	0.004619
1651	2.199937	0.003596
1652	2.197781	0.002509
1653	2.197750	0.000021
1654	2.197724	0.002187
1655	2.197995	0.000058
1656	2.197968	0.000245
1657	2.198181	0.000245
1658	2.199421	0.000186
1659	2.197613	0.001452
1660	2.198128	0.000568
1661	2.197419	0.001292
1662	2.198393	0.000194
1663	2.198280	0.000265
1664	2.199502	0.000861
1665	2.198086	0.001109
1666	2.198207	0.000194
1667	2.198049	0.001295
1668	2.197884	0.000037
1669	2.197837	0.000323
1670	2.198864	0.000212
1671	2.198119	0.000980
1672	2.197725	0.000282
1673	2.198052	0.001139
1674	2.198543	0.000067
1675	2.198297	0.000818
1676	2.197960	0.000246
1677	2.198130	0.000583
1678	2.197751	0.000167
1679	2.197365	0.000209
1680	2.198715	0.000765
1681	2.197880	0.000964
1682	2.191864	0.000515
1683	2.197769	0.006851
1684	2.197891	0.000111
1685	2.197786	0.006027
1686	2.198080	0.000017
1687	2.198090	0.000189
1688	2.198520	0.000304
1689	2.197736	0.000440
1690	2.197992	0.000354
1691	2.197264	0.000528
1692	2.198184	0.000473
1693	2.198062	0.000192
1694	2.198340	0.000798
1695	2.197834	0.000156
1696	2.197923	0.000228
1697	2.197378	0.000417
1698	2.198162	0.000456
1699	2.198006	0.000239
1700	2.198333	0.000628
1701	2.197696	0.000171
1702	2.197853	0.000310
1703	2.192878	0.000481
1704	2.198017	0.004819
1705	2.197867	0.000164
1706	2.198027	0.004989
1707	2.198467	0.000011
1708	2.198527	0.000600
1709	2.197920	0.000499
1710	2.198195	0.000547
1711	2.197790	0.000331
1712	2.197416	0.000130
1713	2.204454	0.000779
1714	2.197911	0.006664
1715	2.197352	0.000495
1716	2.197902	0.007102
1717	2.197993	0.000009
1718	2.197985	0.000642
1719	2.198492	0.000083
1720	2.200401	0.000499
1721	2.197876	0.002416
1722	2.198391	0.000616
1723	2.197847	0.002010
1724	2.197624	0.000029
1725	2.197530	0.000768
1726	2.197990	0.000317
1727	2.197853	0.000366
1728	2.198099	0.000323
1729	2.198322	0.000109
1730	2.199378	0.000469
1731	2.197952	0.001279
1732	2.198231	0.000370
1733	2.197911	0.001147
1734	2.197654	0.000041
1735	2.197489	0.000577
1736	2.198049	0.000422
1737	2.197855	0.000395
1738	2.198168	0.000366
1739	2.198619	0.000118
1740	2.194629	0.000764
1741	2.198066	0.003539
1742	2.198780	0.000553
1743	2.198083	0.004151
1744	2.198000	0.000017
1745	2.198015	0.000781
1746	2.197372	0.000068
1747	2.194489	0.000628
1748	2.198101	0.003526
1749	2.197481	0.000729
1750	2.198120	0.002992
1751	2.198250	0.000019
1752	2.198286	0.000769
1753	2.197940	0.000167
1754	2.198037	0.000310
1755	2.197695	0.000250
1756	2.200371	0.000245
1757	2.198236	0.002334
1758	2.197625	0.000542
1759	2.198195	0.002745
1760	2.199022	0.000041
1761	2.198702	0.001397
1762	2.198122	0.000506
1763	2.198387	0.000901
1764	2.198041	0.000315
1765	2.197990	0.000081
1766	2.197915	0.000397
1767	2.196299	0.000126
1768	2.198542	0.001691
1769	2.197949	0.000627
1770	2.198844	0.001649
1771	2.197837	0.000302
1772	2.197880	0.000111
1773	2.197722	0.000964
1774	2.198115	0.000115
1775	2.198047	0.000235
1776	2.198518	0.000325
1777	2.197713	0.000403
1778	2.197951	0.000334
1779	2.197134	0.000567
1780	2.198114	0.000579
1781	2.198011	0.000163
1782	2.198201	0.000878
1783	2.197594	0.000087
1784	2.197765	0.000417
1785	2.198653	0.000436
1786	2.197933	0.001059
1787	2.197509	0.000168
1788	2.197836	0.001144
1789	2.198035	0.000096
1790	2.197957	0.000525
1791	2.198448	0.000121
1792	2.204540	0.000413
1793	2.197824	0.006583
1794	2.198413	0.000624
1795	2.197812	0.006128
1796	2.197476	0.000013
1797	2.197423	0.000937
1798	2.197935	0.000388
1799	2.197773	0.000459
1800	2.198023	0.000350
1801	2.198128	0.000088
1802	2.198282	0.000355
1803	2.197675	0.000259
1804	2.197961	0.000453
1805	2.201397	0.000320
1806	2.198109	0.003722
1807	2.197946	0.000148
1808	2.198091	0.003452
1809	2.196943	0.000018
1810	2.196455	0.001003
1811	2.198154	0.001636
1812	2.197395	0.001211
1813	2.198209	0.000940
1814	2.198323	0.000055
1815	2.198452	0.000928
1816	2.198029	0.000243
1817	2.198121	0.000294
1818	2.197919	0.000331
1819	2.197678	0.000110
1820	2.196491	0.000443
1821	2.198065	0.001428
1822	2.197764	0.000387
1823	2.198105	0.001273
1824	2.198396	0.000039
1825	2.198585	0.000632
1826	2.197979	0.000480
1827	2.198183	0.000417
1828	2.197886	0.000402
1829	2.197655	0.000093
1830	2.196949	0.000528
1831	2.198028	0.000937
1832	2.197778	0.000373
1833	2.198080	0.000830
1834	2.198302	0.000052
1835	2.198494	0.000524
1836	2.197927	0.000414
1837	2.198122	0.000375
1838	2.197791	0.000372
1839	2.196767	0.000136
1840	2.198900	0.001355
1841	2.197858	0.001108
1842	2.201542	0.001091
1843	2.197763	0.002643
1844	2.197837	0.000095
1845	2.197731	0.003705
1846	2.198034	0.000032
1847	2.198019	0.000197
1848	2.198261	0.000289
1849	2.197037	0.000227
1850	2.197832	0.000983
1851	2.198433	0.000429
1852	2.197904	0.001396
1853	2.197531	0.000071
1854	2.197722	0.000902
1855	2.198012	0.000182
1856	2.197895	0.000482
1857	2.198209	0.000174
1858	2.198579	0.000197
1859	2.197293	0.000684
1860	2.198088	0.000916
1861	2.201672	0.000491
1862	2.198185	0.004379
1863	2.198072	0.000097
1864	2.198163	0.003600
1865	2.197850	0.000022
1866	2.197829	0.000223
1867	2.191932	0.000334
1868	2.198082	0.005917
1869	2.197842	0.000253
1870	2.198092	0.005910
1871	2.198861	0.000010
1872	2.199019	0.001019
1873	2.198029	0.000926
1874	2.198440	0.000832
1875	2.197979	0.000579
1876	2.197916	0.000050
1877	2.197853	0.000524
1878	2.198479	0.000125
1879	2.198173	0.000563
1880	2.197633	0.000320
1881	2.198048	0.000847
1882	2.198597	0.000126
1883	2.198218	0.000965
1884	2.197964	0.000170
1885	2.198096	0.000634
1886	2.197669	0.000122
1887	2.197068	0.000294
1888	2.198358	0.001028
1889	2.197798	0.000689
1890	2.198676	0.000729
1891	2.197205	0.000317
1892	2.197602	0.000593
1893	2.203047	0.001074
1894	2.197779	0.005842
1895	2.197558	0.000177
1896	2.197759	0.005489
1897	2.197932	0.000020
1898	2.197921	0.000374
1899	2.198115	0.000162
1900	2.198316	0.000184
1901	2.196297	0.000396
1902	2.197964	0.001819
1903	2.198427	0.000352
1904	2.197995	0.002130
1905	2.197828	0.000031
1906	2.197872	0.000599
1907	2.198289	0.000123
1908	2.198100	0.000462
1909	2.197446	0.000228
1910	2.197941	0.000843
1911	2.198237	0.000159
1912	2.198032	0.000791
1913	2.197629	0.000091
1914	2.197835	0.000609
1915	2.198189	0.000197
1916	2.197983	0.000560
1917	2.194440	0.000148
1918	2.197678	0.003748
1919	2.197998	0.000305
1920	2.197719	0.003557
1921	2.198159	0.000041
1922	2.198182	0.000161
1923	2.198794	0.000463
1924	2.197932	0.000635
1925	2.198095	0.000250
1926	2.197855	0.000699
1927	2.195880	0.000078
1928	2.199318	0.002215
1929	2.197887	0.001464
1930	2.201613	0.002007
1931	2.197834	0.002295
1932	2.197869	0.000053
1933	2.197811	0.003744
1934	2.198103	0.000023
1935	2.198086	0.000233
1936	2.198832	0.000275
1937	2.197771	0.000729
1938	2.198021	0.000315
1939	2.197598	0.000811
1940	2.198275	0.000173
1941	2.198160	0.000254
1942	2.199290	0.000562
1943	2.197982	0.001015
1944	2.198107	0.000178
1945	2.197941	0.001183
1946	2.197389	0.000041
1947	2.196770	0.000718
1948	2.198024	0.001171
1949	2.197621	0.000635
1950	2.198068	0.000851
1951	2.198173	0.000044
1952	2.198251	0.000552
1953	2.197832	0.000183
1954	2.197979	0.000340
1955	2.196870	0.000271
1956	2.198259	0.000963
1957	2.198025	0.000279
1958	2.198396	0.001156
1959	2.197840	0.000138
1960	2.197900	0.000185
1961	2.197512	0.000496
1962	2.198140	0.000328
1963	2.198006	0.000239
1964	2.198346	0.000495
1965	2.197649	0.000206
1966	2.197858	0.000357
1967	2.232906	0.000487
1968	2.198005	0.035257
1969	2.197856	0.000147
1970	2.198004	0.035050
1971	2.198382	0.000001
1972	2.198377	0.000525
1973	2.197869	0.000373
1974	2.198121	0.000513
1975	2.197587	0.000256
1976	2.204987	0.000281
1977	2.198352	0.006866
1978	2.197555	0.000764
1979	2.198328	0.007433
1980	2.200245	0.000023
1981	2.199708	0.002690
1982	2.198267	0.001379
1983	2.198961	0.001978
1984	2.198205	0.000746
1985	2.198167	0.000062
1986	2.198125	0.000795
1987	2.197952	0.000080
1988	2.197893	0.000215
1989	2.197241	0.000232
1990	2.198303	0.000711
1991	2.197966	0.000410
1992	2.198619	0.000725
1993	2.197769	0.000317
1994	2.197876	0.000198
1995	2.197498	0.000743
1996	2.198066	0.000271
1997	2.197984	0.000190
1998	2.198196	0.000486
1999	2.196933	0.000130
2000	2.197692	0.001051
2001	2.198300	0.000503
2002	2.197800	0.001368
2003	2.218266	0.000107
2004	2.196877	0.019966
2005	2.197795	0.000923
2006	2.196815	0.020470
2007	2.197867	0.000062
2008	2.197863	0.000071
2009	2.197920	0.001048
2010	2.198126	0.000053
2011	2.198190	0.000262
2012	2.196639	0.000270
2013	2.197911	0.001487
2014	2.198266	0.000279
2015	2.197953	0.001627
2016	2.197573	0.000042
2017	2.197705	0.000694
2018	2.198067	0.000248
2019	2.197898	0.000495
2020	2.198317	0.000193
2021	2.199702	0.000249
2022	2.197607	0.001805
2023	2.198242	0.000710
2024	2.197450	0.001461
2025	2.198973	0.000156
2026	2.198602	0.000732
2027	2.196622	0.001152
2028	2.198340	0.002351
2029	2.199142	0.000262
2030	2.198502	0.002520
2031	2.198227	0.000163
2032	2.198318	0.000915
2033	2.198085	0.000184
2034	2.198037	0.000142
2035	2.197938	0.000281
2036	2.197600	0.000147
2037	2.200209	0.000437
2038	2.198060	0.002271
2039	2.197485	0.000459
2040	2.198035	0.002724
2041	2.198182	0.000024
2042	2.198147	0.000698
2043	2.197790	0.000111
2044	2.197923	0.000392
2045	2.199323	0.000224
2046	2.198126	0.001533
2047	2.197877	0.000203
2048	2.198079	0.001447
2049	2.174428	0.000047
2050	2.199414	0.023449
2051	2.198082	0.001335
2052	2.199520	0.023654
2053	2.198043	0.000105
2054	2.198046	0.000039
2055	2.198009	0.001474
2056	2.197434	0.000034
2057	2.197048	0.000611
2058	2.198103	0.000960
2059	2.197680	0.000668
2060	2.198177	0.000632
2061	2.198392	0.000074
2062	2.198763	0.000712
2063	2.198031	0.000586
2064	2.198214	0.000362
2065	2.197964	0.000549
2066	2.197814	0.000067
2067	2.197665	0.000400
2068	2.198205	0.000299
2069	2.197981	0.000391
2070	2.198934	0.000316
2071	2.197699	0.000729
2072	2.197924	0.000282
2073	2.197475	0.001010
2074	2.198078	0.000224
2075	2.198020	0.000154
2076	2.198208	0.000545
2077	2.197485	0.000130
2078	2.197791	0.000535
2079	2.198521	0.000417
2080	2.197924	0.001036
2081	2.197485	0.000133
2082	2.197794	0.001036
2083	2.198022	0.000130
2084	2.197925	0.000537
2085	2.198308	0.000132
2086	2.199018	0.000286
2087	2.197678	0.001093
2088	2.198197	0.000630
2089	2.197455	0.000821
2090	2.198929	0.000223
2091	2.198460	0.000732
2092	2.196556	0.001005
2093	2.198271	0.002373
2094	2.198731	0.000189
2095	2.198379	0.002175
2096	2.198146	0.000108
2097	2.198203	0.000585
2098	2.198006	0.000176
2099	2.197936	0.000140
2100	2.197758	0.000267
2101	2.198912	0.000249
2102	2.198120	0.000976
2103	2.197593	0.000362
2104	2.198056	0.001319
2105	2.198352	0.000064
2106	2.198213	0.000759
2107	2.197920	0.000158
2108	2.198041	0.000432
2109	2.197484	0.000172
2110	2.199430	0.000437
2111	2.198154	0.001389
2112	2.197138	0.000671
2113	2.198107	0.002292
2114	2.198262	0.000048
2115	2.198191	0.001124
2116	2.197935	0.000084
2117	2.197996	0.000327
2118	2.197487	0.000195
2119	2.198746	0.000448
2120	2.198097	0.000750
2121	2.196147	0.000610
2122	2.198024	0.002599
2123	2.198132	0.000073
2124	2.198053	0.001985
2125	2.197687	0.000029
2126	2.197757	0.000445
2127	2.198265	0.000296
2128	2.197957	0.000578
2129	2.192758	0.000200
2130	2.197715	0.005507
2131	2.197968	0.000242
2132	2.197739	0.005209
2133	2.198135	0.000025
2134	2.198149	0.000168
2135	2.198699	0.000410
2136	2.197888	0.000564
2137	2.198062	0.000261
2138	2.197779	0.000637
2139	2.199187	0.000110
2140	2.198414	0.001125
2141	2.197675	0.000635
2142	2.198275	0.001513
2143	2.195896	0.000139
2144	2.200821	0.001778
2145	2.198345	0.002546
2146	2.189977	0.002449
2147	2.198292	0.010844
2148	2.198369	0.000053
2149	2.198310	0.008392
2150	2.198084	0.000019
2151	2.198092	0.000284
2152	2.197935	0.000218
2153	2.197749	0.000150
2154	2.195821	0.000343
2155	2.198113	0.002113
2156	2.197797	0.000364
2157	2.198145	0.001976
2158	2.198833	0.000032
2159	2.199396	0.001036
2160	2.198070	0.001252
2161	2.198500	0.000763
2162	2.198032	0.000897
2163	2.197970	0.000039
2164	2.197932	0.000529
2165	2.171619	0.000100
2166	2.198513	0.026351
2167	2.197934	0.000581
2168	2.198527	0.026315
2169	2.197808	0.000014
2170	2.197812	0.000126
2171	2.197545	0.000715
2172	2.198043	0.000264
2173	2.197948	0.000231
2174	2.198174	0.000404
2175	2.204311	0.000131
2176	2.197502	0.006363
2177	2.198162	0.000672
2178	2.197452	0.006150
2179	2.198395	0.000050
2180	2.198365	0.000233
2181	2.199771	0.000913
2182	2.198122	0.001375
2183	2.198279	0.000243
2184	2.198087	0.001492
2185	2.197955	0.000035
2186	2.197924	0.000324
2187	2.196644	0.000163
2188	2.198400	0.001311
2189	2.197964	0.000477
2190	2.198625	0.001321
2191	2.197818	0.000224
2192	2.197874	0.000146
2193	2.197627	0.000751
2194	2.198095	0.000191
2195	2.198010	0.000221
2196	2.198316	0.000384
2197	2.197517	0.000221
2198	2.197851	0.000494
2199	2.199228	0.000465
2200	2.197969	0.001711
2201	2.197782	0.000118
2202	2.197924	0.001446
2203	2.198182	0.000044
2204	2.198122	0.000400
2205	2.197381	0.000197
2206	2.197901	0.000801
2207	2.198257	0.000220
2208	2.197988	0.000876
2209	2.197511	0.000086
2210	2.197774	0.000746
2211	2.198092	0.000214
2212	2.197919	0.000582
2213	2.198547	0.000145
2214	2.192553	0.000455
2215	2.197793	0.005366
2216	2.198621	0.000754
2217	2.197810	0.006067
2218	2.197564	0.000017
2219	2.197606	0.001057
2220	2.197951	0.000204
2221	2.197856	0.000387
2222	2.198075	0.000250
2223	2.198234	0.000123
2224	2.198909	0.000378
