iteracja	x	epsilon
0	1.477069	0.150000
1	1.570239	0.222931
2	1.661261	0.020239
3	1.651944	0.184192
4	1.605606	0.081705
5	1.631946	0.055654
6	1.617307	0.019998
7	1.619780	0.011701
8	1.620698	0.012167
9	1.621033	0.003391
10	1.621003	0.001253
11	1.621000	0.000304
12	1.621000	0.000033
13	1.621000	0.000003
