iteracja	x	epsilon
0	1.900409	0.050000
1	1.865885	0.099591
2	1.880898	0.034115
3	1.882754	0.019511
4	1.881961	0.016869
5	1.882002	0.001063
6	1.882000	0.000753
7	1.882000	0.000038
8	1.882000	0.000002
