iteracja	x	epsilon
0	1.854513	0.050000
1	1.898031	0.145487
2	1.880908	0.001969
3	1.881060	0.026395
4	1.881947	0.016971
5	1.882002	0.001039
6	1.882000	0.000942
7	1.882000	0.000053
8	1.882000	0.000002
