iteracja	x	epsilon
191	2.198328	0.000753
192	2.197902	0.000339
193	2.198158	0.000708
194	2.197635	0.000170
195	2.196887	0.000267
196	2.198534	0.001272
197	2.197761	0.000898
198	2.199121	0.000874
199	2.197393	0.000588
200	2.197638	0.000368
201	2.196584	0.001483
202	2.197828	0.000809
203	2.197742	0.000189
204	2.197879	0.001158
205	2.198018	0.000052
206	2.198056	0.000276
207	2.198530	0.000176
208	2.197307	0.000512
209	2.197962	0.000749
210	2.200589	0.000568
211	2.198035	0.003283
212	2.197941	0.000073
213	2.198015	0.002649
214	2.200261	0.000020
215	2.199204	0.002320
216	2.197992	0.001189
217	2.198774	0.002269
218	2.197949	0.000430
219	2.197924	0.000043
220	2.197873	0.000849
221	2.198381	0.000075
222	2.198211	0.000457
223	2.197607	0.000337
224	2.198048	0.000775
225	2.198741	0.000163
226	2.198206	0.001135
227	2.197979	0.000158
228	2.198106	0.000762
229	2.197696	0.000099
230	2.197366	0.000284
231	2.198427	0.000740
232	2.197850	0.000732
233	2.199575	0.000484
234	2.197583	0.001148
235	2.197798	0.000268
236	2.197389	0.001777
237	2.197949	0.000193
238	2.197913	0.000150
239	2.198032	0.000524
240	2.198344	0.000083
241	2.198990	0.000431
242	2.197891	0.000958
243	2.198217	0.000454
244	2.197818	0.000773
245	2.197295	0.000072
246	2.195400	0.000922
247	2.197914	0.002418
248	2.197463	0.000619
249	2.197937	0.002063
250	2.198010	0.000022
251	2.198031	0.000547
252	2.198999	0.000094
253	2.196733	0.000988
254	2.197979	0.001298
255	2.203022	0.001019
256	2.198020	0.006289
257	2.197969	0.000041
258	2.198010	0.005053
259	2.203029	0.000010
260	2.200538	0.005060
261	2.198000	0.002528
262	2.199694	0.005029
263	2.197980	0.000844
264	2.197970	0.000020
265	2.197949	0.001724
266	2.199019	0.000031
267	2.198619	0.001050
268	2.197892	0.000671
269	2.198354	0.001127
270	2.197768	0.000265
271	2.197635	0.000124
272	2.196910	0.000719
273	2.197946	0.000858
274	2.197763	0.000311
275	2.197994	0.000853
276	2.198135	0.000048
277	2.198209	0.000372
278	2.197592	0.000215
279	2.197931	0.000544
280	2.198693	0.000278
281	2.198050	0.001101
282	2.197840	0.000119
283	2.197977	0.000853
284	2.198550	0.000073
285	2.198265	0.000710
286	2.197878	0.000288
287	2.198115	0.000673
288	2.197409	0.000150
289	2.207581	0.000469
290	2.198253	0.009466
291	2.197366	0.000845
292	2.198242	0.010215
293	2.198561	0.000011
294	2.198526	0.001195
295	2.198105	0.000284
296	2.198224	0.000456
297	2.198005	0.000302
298	2.197913	0.000100
299	2.197778	0.000311
300	2.198641	0.000227
301	2.198106	0.000728
302	2.197535	0.000329
303	2.198021	0.001105
304	2.198283	0.000085
305	2.198140	0.000748
306	2.197849	0.000119
307	2.197971	0.000434
308	2.205209	0.000169
309	2.198266	0.007360
310	2.197964	0.000295
311	2.198250	0.007245
312	2.197733	0.000016
313	2.197715	0.000232
314	2.205148	0.000535
315	2.197957	0.007415
316	2.197697	0.000241
317	2.197949	0.007451
318	2.198113	0.000007
319	2.198104	0.000416
320	2.197073	0.000155
321	2.197814	0.001040
322	2.198181	0.000290
323	2.197892	0.001108
324	2.217321	0.000078
325	2.197028	0.019139
326	2.197889	0.000864
327	2.196979	0.019431
328	2.197949	0.000049
329	2.197947	0.000060
330	2.198000	0.000967
331	2.198474	0.000051
332	2.198985	0.000528
333	2.197891	0.000985
334	2.198285	0.000583
335	2.197818	0.000700
336	2.197528	0.000073
337	2.196996	0.000757
338	2.197949	0.000822
339	2.197715	0.000421
340	2.198001	0.000719
341	2.198112	0.000052
342	2.198184	0.000397
343	2.197538	0.000184
344	2.197894	0.000574
345	2.198495	0.000291
346	2.198005	0.000958
347	2.197731	0.000112
348	2.197902	0.000764
349	2.198204	0.000104
350	2.198070	0.000473
351	2.197315	0.000168
352	2.197862	0.000889
353	2.198163	0.000208
354	2.197949	0.000848
355	2.195007	0.000087
356	2.197458	0.003156
357	2.197967	0.000490
358	2.197557	0.002960
359	2.198060	0.000099
360	2.198079	0.000093
361	2.198205	0.000522
362	2.197658	0.000146
363	2.197874	0.000421
364	2.198899	0.000331
365	2.198020	0.001241
366	2.197786	0.000146
367	2.197963	0.001113
368	2.198290	0.000057
369	2.198176	0.000504
370	2.197751	0.000213
371	2.197998	0.000539
372	2.199320	0.000178
373	2.198206	0.001569
374	2.197959	0.000208
375	2.198144	0.001361
376	2.197632	0.000062
377	2.197437	0.000327
378	2.198472	0.000708
379	2.197834	0.000840
380	2.201526	0.000397
381	2.197574	0.003055
382	2.197811	0.000260
383	2.197500	0.003716
384	2.197954	0.000074
385	2.197938	0.000143
386	2.198053	0.000439
387	2.198458	0.000100
388	2.204855	0.000519
389	2.197946	0.006801
390	2.198423	0.000512
391	2.197938	0.006431
392	2.197797	0.000008
393	2.197784	0.000626
394	2.198150	0.000154
395	2.198020	0.000353
396	2.199288	0.000236
397	2.197712	0.001138
398	2.197980	0.000308
399	2.197579	0.001308
400	2.198151	0.000134
401	2.198100	0.000171
402	2.198430	0.000521
403	2.197853	0.000279
404	2.197983	0.000247
405	2.197593	0.000448
406	2.198302	0.000260
407	2.198107	0.000319
408	2.199672	0.000514
409	2.197951	0.001370
410	2.198071	0.000155
411	2.197918	0.001601
412	2.195541	0.000033
413	2.203427	0.002531
414	2.197942	0.005509
415	2.193582	0.002401
416	2.197931	0.009846
417	2.197954	0.000010
418	2.197944	0.004373
419	2.198429	0.000013
420	2.198489	0.000475
421	2.197797	0.000545
422	2.198172	0.000632
423	2.197471	0.000317
424	2.200823	0.000325
425	2.198402	0.002651
426	2.197329	0.000931
427	2.198337	0.003494
428	2.199206	0.000066
429	2.198836	0.001877
430	2.198230	0.000499
431	2.198469	0.000976
432	2.198132	0.000366
433	2.198080	0.000098
434	2.198017	0.000389
435	2.197804	0.000115
436	2.197475	0.000276
437	2.198309	0.000541
438	2.197930	0.000505
439	2.198999	0.000455
440	2.197692	0.000690
441	2.197869	0.000238
442	2.197481	0.001130
443	2.198027	0.000211
444	2.197976	0.000158
445	2.198135	0.000494
446	2.181703	0.000108
447	2.197502	0.016273
448	2.198140	0.000633
449	2.197521	0.016437
450	2.198341	0.000019
451	2.198352	0.000201
452	2.199569	0.000831
453	2.198098	0.001229
454	2.198261	0.000254
455	2.198061	0.001308
456	2.197927	0.000037
457	2.197888	0.000335
458	2.202739	0.000173
459	2.198238	0.004813
460	2.197875	0.000349
461	2.198216	0.004864
462	2.197272	0.000021
463	2.197131	0.000603
464	2.198410	0.001085
465	2.197638	0.001138
466	2.198895	0.000507
467	2.193872	0.000485
468	2.197295	0.003765
469	2.199166	0.001600
470	2.197411	0.005294
471	2.196122	0.000116
472	2.196726	0.003044
473	2.197574	0.000685
474	2.197261	0.001452
475	2.197712	0.000534
476	2.197775	0.000138
477	2.197844	0.000514
478	2.197976	0.000132
479	2.198045	0.000201
480	2.198268	0.000201
481	2.195390	0.000292
482	2.197872	0.002655
483	2.198321	0.000396
484	2.197897	0.002931
485	2.197518	0.000025
486	2.197611	0.000803
487	2.198005	0.000286
488	2.197845	0.000487
489	2.198141	0.000234
490	2.198352	0.000136
491	2.203305	0.000507
492	2.197995	0.005164
493	2.198322	0.000357
494	2.197986	0.004983
495	2.197831	0.000010
496	2.197816	0.000491
497	2.198271	0.000170
498	2.198060	0.000440
499	2.196831	0.000244
500	2.197892	0.001440
501	2.198110	0.000168
502	2.197942	0.001279
503	2.164832	0.000050
504	2.196879	0.033278
505	2.197944	0.001063
506	2.196924	0.033112
507	2.197991	0.000045
508	2.197993	0.000047
509	2.198039	0.001069
510	2.201286	0.000048
511	2.196388	0.003293
512	2.198024	0.001652
513	2.194852	0.003262
514	2.198057	0.001536
515	2.198041	0.000033
516	2.198075	0.003189
517	2.197491	0.000018
518	2.197577	0.000550
519	2.198209	0.000498
520	2.197825	0.000718
521	2.198657	0.000248
522	2.195410	0.000448
523	2.197655	0.002415
524	2.198911	0.001002
525	2.197714	0.003501
526	2.197354	0.000059
527	2.197500	0.001558
528	2.197858	0.000213
529	2.197764	0.000504
530	2.197971	0.000264
531	2.198050	0.000113
532	2.198171	0.000285
533	2.195371	0.000200
534	2.197802	0.002678
535	2.198205	0.000369
536	2.197835	0.002833
537	2.185116	0.000033
538	2.195844	0.013089
539	2.197841	0.001991
540	2.196174	0.012726
541	2.197875	0.000330
542	2.197881	0.000034
543	2.197910	0.001707
544	2.198153	0.000035
545	2.198198	0.000272
546	2.196957	0.000288
547	2.197938	0.001195
548	2.198307	0.000260
549	2.197989	0.001350
550	2.197711	0.000051
551	2.197813	0.000597
552	2.198163	0.000176
553	2.197996	0.000453
554	2.201532	0.000183
555	2.197670	0.003369
556	2.197982	0.000327
557	2.197620	0.003551
558	2.198132	0.000049
559	2.198114	0.000151
560	2.198414	0.000494
561	2.197849	0.000282
562	2.197991	0.000264
563	2.197566	0.000424
564	2.198317	0.000283
565	2.198109	0.000327
566	2.199638	0.000542
567	2.197959	0.001321
568	2.198072	0.000150
569	2.197925	0.001565
570	2.196237	0.000033
571	2.224488	0.001835
572	2.197957	0.026562
573	2.196125	0.001720
574	2.197955	0.028362
575	2.197985	0.000002
576	2.197984	0.001860
577	2.198869	0.000028
578	2.199685	0.000883
579	2.197923	0.001701
580	2.198555	0.000946
581	2.197887	0.001130
582	2.197801	0.000036
583	2.197740	0.000754
584	2.198095	0.000147
585	2.198001	0.000294
586	2.198466	0.000261
587	2.197459	0.000371
588	2.197890	0.000542
589	2.202148	0.000576
590	2.197989	0.004689
591	2.197874	0.000099
592	2.197976	0.004274
593	2.198371	0.000012
594	2.198330	0.000496
595	2.197825	0.000353
596	2.198100	0.000546
597	2.197291	0.000229
598	2.198935	0.000534
599	2.198203	0.000835
600	2.194881	0.000912
601	2.198121	0.004054
602	2.198235	0.000082
603	2.198144	0.003354
604	2.197934	0.000023
605	2.197952	0.000301
606	2.197212	0.000192
607	2.198431	0.000722
608	2.198017	0.000479
609	2.199103	0.000806
610	2.197901	0.000672
611	2.197971	0.000117
612	2.197839	0.001132
613	2.198384	0.000061
614	2.198251	0.000413
615	2.197492	0.000411
616	2.198070	0.000892
617	2.198700	0.000181
618	2.198200	0.001207
619	2.197996	0.000131
620	2.198098	0.000704
621	2.197731	0.000102
622	2.197444	0.000265
623	2.198461	0.000655
624	2.197882	0.000730
625	2.201267	0.000439
626	2.197690	0.002807
627	2.197862	0.000192
628	2.197641	0.003406
629	2.198021	0.000049
630	2.198005	0.000159
631	2.198177	0.000364
632	2.196002	0.000156
633	2.197718	0.002003
634	2.198223	0.000458
635	2.197777	0.002221
636	2.199968	0.000058
637	2.588963	0.001746
638	2.197719	0.391186
639	2.199966	0.002250
640	2.197719	0.388997
