x y
-5.76923 0.51661
-5 -0.839072
-4.23077 -0.570863
-3.46154 0.80216
-2.69231 0.62273
-1.92308 -0.761896
-1.15385 -0.671992
-0.384615 0.718446
0.384615 0.718446
1.15385 -0.671992
1.92308 -0.761896
2.69231 0.62273
3.46154 0.80216
4.23077 -0.570863
5 -0.839072
5.76923 0.51661
6.53846 0.872475
7.30769 -0.460198
