x y
-5.52632 0.0317056
-5 0.0384615
-4.47368 0.0475877
-3.94737 0.0603074
-3.42105 0.0787178
-2.89474 0.106615
-2.36842 0.151299
-1.84211 0.227617
-1.31579 0.366126
-0.789474 0.616041
-0.263158 0.935233
0.263158 0.935233
0.789474 0.616041
1.31579 0.366126
1.84211 0.227617
2.36842 0.151299
2.89474 0.106615
3.42105 0.0787178
3.94737 0.0603074
4.47368 0.0475877
5 0.0384615
5.52632 0.0317056
6.05263 0.0265715
6.57895 0.0225823
